Name,Interests,Mood,tripadvisor,img_url,Link_ggmap,Tọa độ,Vote,Reviews,Price,From,To,Địa Chỉ,,,,,,,
Nhà vườn An Hiên,1a,9a,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d14074103-Reviews-An_Hien_Garden_House-Hue_Thua_Thien_Hue_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/5f/3f/10/an-hien-garden-house.jpg,https://maps.app.goo.gl/T3C9xUD55ttxBuZk9,"16.4553122,107.5537736",3.1,800,,,,,,,,,,,
Gác Trịnh,a,3a,,https://mia.vn/media/uploads/blog-du-lich/gac-trinh-khong-gian-hoai-niem-giua-long-xu-hue-1-1668533880.jpg,https://maps.app.goo.gl/7eBMpXxaEnDUGjn7A,"16.4558853,107.5823408",3.1,220,,all time,all time,"Số nhà 19 phòng 203 (Tầng 2, Nguyễn Trường Tộ, Vĩnh Ninh, Thành phố Huế, Thừa Thiên Huế 70010",,,,,,,
Bảo tàng lịch sử Việt nam,57,c,,https://thuathienhue.gov.vn/Portals/0/2022-HUY/05-06/20220526BTLS.jpg,https://maps.app.goo.gl/iDjogFmDGP31GFNWA,"16.455985,107.4948368",4.9,16,30000,all time,all time,"268 Điện Biên Phủ, Trường An, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Khu Di Tích Lịch Sử Chín Hầm,57,1c,,https://upload.wikimedia.org/wikipedia/commons/0/0e/Khu_l%C6%B0u_ni%E1%BB%87m_t%E1%BB%99i_%C3%A1c_khu_v%E1%BB%B1c_Ch%C3%ADn_H%E1%BA%A7m_.jpg,https://maps.app.goo.gl/mRsA6pHBpjwhxDd18,"16.455985,107.4948368",4.1,77,0,all time,all time,"Thiên Thai, An Tây, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Đình làng Kim Long,1350,2,,https://khamphahue.com.vn/Portals/0/Media/T7/upload/VHDL/VanHoa/LeHoi/LeHoiDanGian/2015/Le-Thu-Te-Dinh-Kim-Long/KPH_Le-thu-te-dinh-lang-Kim-Long_Hue8.jpg,https://maps.app.goo.gl/xECy1nemeyxvETeR7,"16.4565596,107.558991",3.1,90,,all time,all time,"FH56+77C, Kim Long, Thành phố Huế, Thừa Thiên Huế",,,,,,,
CLB Súng Sơn Huế,35,ac,,https://alomedia.vn/wp-content/uploads/2020/02/alomedia-ban-sung-son-1.jpg,https://maps.app.goo.gl/6H12EYB3bjPJkX1r7,"16.4571411,107.557886",30.12,0,,,,"FH45+R62, Kim Long, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Công viên Bùi Thị Xuân,8p,5a,,https://tuongtac.thuathienhue.gov.vn/UploadFiles/PhanAnh/2019/05/567.jpg,https://maps.app.goo.gl/vpku1zva2A4TqhZi9,"16.4580037,107.5728245",3.1,118,,,,,,,,,,,
Cồn Dã Viên,p,57,,https://image.vietnamnews.vn/uploadvnnews/Article/2023/2/16/265567_davien.jpg,https://maps.app.goo.gl/UMbGEyskcXm9VwnAA,"16.4586156,107.5721318",3.1,5,,,,,,,,,,,
Hồ trái tim,8,35a,,https://media.baoquangninh.vn/upload/image/202403/medium/2189254_fa8e483bfca95a8d1b0903f85cd586ee.jpg,https://maps.app.goo.gl/oPnc2RmcnpaFpS6y5,"16.4589557,107.6021037",3.1,46,,,,,,,,,,,
Nhà hát Sông Hương,23,b5,,https://mia.vn/media/uploads/blog-du-lich/nha-hat-song-huong-thuong-thuc-nghe-thuat-giua-khong-gian-kien-truc-hue-tram-ty-1638505263.jpg,https://maps.app.goo.gl/TVgJUFMEGcyMFE4u7,"16.4591842,107.577013",3.1,64,,,,,,,,,,,
Warter puppet show,24a,b,https://www.tripadvisor.com/Attraction_Review-g293926-d6956754-Reviews-Hue_Water_Puppet_Theatre-Hue_Thua_Thien_Hue_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/80/97/a6/an-unmissable-performance.jpg,https://maps.app.goo.gl/1jZtbDnCvxbUfasd9,"16.4594638,107.5796399",,,,,,,,,,,,,
Bảo tàng HCM,57,c,,https://statics.vinpearl.com/bao-tang-ho-chi-minh-hue-3_1709220134.jpeg,https://maps.app.goo.gl/jWcd5tzGuWxTwCTA6,"16.4595041,107.5812131",4.2,271,0,8.00 AM/ 2.00 PM,11.30 AM/5.00 PM,"7 Lê Lợi, Vĩnh Ninh, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Cung Thiếu Nhi,29a,79b,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2017/T4/2017_04_27sacmautuoitho1.jpg,https://maps.app.goo.gl/7KTZagFCnHq2kHWG9,"16.4596855,107.5819398",3.1,56,,07:30,17:00,"08 Lê Lợi, Vĩnh Ninh, Thành phố Huế, Thừa Thiên Huế 49120",,,,,,,
Chùa Phước Duyên,13,4,,https://khamphahue.com.vn/Portals/0/Medias/Nam2021/T11/Khamphahue-Chua-Phuoc-Duyen-Hue17.jpg,https://maps.app.goo.gl/SVkWhT3bzVQvPjnm9,"16.4599042,107.5408074",4.4,10,0,all time,all time,"Hương Hòa, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Go! Huế supermarket,6,0,,https://centralretail.com.vn/wp-content/uploads/2021/06/1-2.jpg,https://maps.app.goo.gl/YwvffCNqnxEWLE3S8,"16.45995,107.5979372",3.1,4.310,0,08:00,22:00,"174 Bà Triệu, Phú Nhuận, Thành phố Huế, Thừa Thiên Huế 53000",,,,,,,
Trường Quốc Học,15,2357c,,https://www.xaydungdang.org.vn/Uploads/ngovankhiem/qu%E1%BB%91c%20h%E1%BB%8Dc%20hu%E1%BA%BF%20okok.jpg,https://maps.app.goo.gl/d3ySfKGmrxBG4Qt18,"16.4600498,107.5807826",4.8,487,0,07:45 AM,5:15 PM,"12 Lê Lợi, Vĩnh Ninh, Thành phố Huế, Thừa Thiên Huế, Vietnam",,,,,,,
Phố đi bộ Hai Bà Trưng,269,156ab,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2023/T3/pho%20di%20bo%20hai%20ba%20trung.jpg,https://maps.app.goo.gl/QKJptwTcBQthb9b6A,"16.4603374,107.589481",3.1,84,,,,,,,,,,,
Nón Lá Bàng Võ Ngọc Hùng,23,67,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2017/T2/nonla.jpg,https://maps.app.goo.gl/5jyKDXcgnYaZ2wqR9,"16.4606034,107.5639879",4.1,2,,,,,,,,,,,
Cinestar Huế,6a,67ab,,https://hshkid.com/upload/hinhthem/1-334-5740.jpg,https://maps.app.goo.gl/bTf36dvAqzEokfM69,"16.4609622,107.5897538",4.3,946,,,,,,,,,,,
Sốnglab - Digital Art Centre,2,37a,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2023/T12/2023_12_16KhongGian1.jpg,https://maps.app.goo.gl/vUzFTCPr6TsjPXkT8,"16.4613958,107.5995973",3.1,5,,,,,,,,,,,
"
Cao Dai Temple of Vinh Loi",15,2479,,https://toquoc.mediacdn.vn/upload/oldcinetvn/userfiles/image/2015/image0.jpg,https://maps.app.goo.gl/4TuabEnhkaSqx4Fd8,"16.4614072,107.5974788",3.1,20,0,07:00,22:00,"103 Hùng Vương, Phú Nhuận, Thành phố Huế, Thừa Thiên Huế",,,,,,,
MaiA spa,9,a,https://www.tripadvisor.com/Attraction_Review-g293926-d26431171-Reviews-Maia_Wellness_Spa-Hue_Thua_Thien_Hue_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/0e/1a/9a/maia-wellness-spa-la.jpg,https://maps.app.goo.gl/7ArU8FHTfubCup5M8,"16.4626201,107.5915608",3.1,736,,,,,,,,,,,
Cầu bán Nguyệt - Bến Me,18p,395,,https://khamphadisan.com.vn/wp-content/uploads/2021/02/caubannguyethue10.jpg,https://maps.app.goo.gl/NXZ6EuiK1TKAx25i8,"16.4627079,107.5641195",3.1,92,,,,,,,,,,,
Công viên Tôn Đức Thắng,89p,5a,,https://huecity.gov.vn/Portals/0/Medias/Nam2019/T11//upload/image/duongpho/Ton%20Duc%20Thang%20mot%20goc%20duong%20.JPG,https://maps.app.goo.gl/PCpdGHwuZFWgEsaQ6,"16.4630595,107.5975275",2.1,9,,,,,,,,,,,
Vincom Plaza Huế,6,6b,,https://thuathienhue.gov.vn/Portals/0/Tieng%20nuoc%20ngoaiNewFolder/2019/VC-Hue-1.jpg,https://maps.app.goo.gl/curjiRkgh8h6Bxu1A,"16.4630864,107.5939545",3.1,2139,,,,,,,,,,,
Golden Sands Golf Resort,39,9a,,https://vietnamgolfmagazine.net/media/users/34/2024new/6/19/gon-3_%281%29.jpg,https://maps.app.goo.gl/p5txAZuhernohYsz6,"16.4631357,107.7688657",30.12,0,,,,"FQ7P+73H, Vinh Xuân, Phú Vang, Thừa Thiên Huế",,,,,,,
Trung tâm Văn hóa Thông tin tỉnh Thừa Thiên Huế,2,5,,https://svhtt.thuathienhue.gov.vn/UploadFiles/TinTuc/2016/5/17/Tuyen%20truyen%20BC%202.JPG,https://maps.app.goo.gl/2T9eb4Mj2mMecM3Q8,"16.4631772,107.5954973",3.1,558,,,,,,,,,,,
Kỳ Đài,14,579,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2022/T8/M_20220805_KYDAI.jpg,https://maps.app.goo.gl/AyM71tv75YQGXw3Y9,"16.4663789,107.5801729",3.1,589,,,,,,,,,,,
Nghinh Lương Đình,14,579,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2022/T8/M_20220808_NGHINHLUONGDINH.jpg,https://maps.app.goo.gl/Zvuk4StovYsQuXvZ9,"16.4663789,107.5801729",3.1,52,,,,,,,,,,,
Phu Văn Lâu ,14,579,,https://thuathienhue.gov.vn/Portals/0/Nam2020/anhphuvanlau1.jpg,https://maps.app.goo.gl/2p6EoMFzYUjBUnSC8,"16.4663789,107.5801729",3.1,431,,,,,,,,,,,
Madam Tran Hue Cuisine - Cooking Class,a,0,https://www.tripadvisor.com/Attraction_Review-g293926-d25310775-Reviews-MADAM_TRAN_HUE_CUISINE_COOKING_CLASS-Hue_Thua_Thien_Hue_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/38/61/a4/madam-tran-hue-cuisine.jpg,https://maps.app.goo.gl/Ese9z72MPKNW8Kjx5,"16.4667607,107.6062668",4.1,16,,,,,,,,,,,
Cầu Ngói Thanh Toàn,1234,127,,https://phuot3mien.com/wp-content/uploads/2024/04/cau-ngoi-thanh-toan-hue-di-tich-kien-truc-co-mac-giua-lang-que-thanh-binh-f1PY.jpg,https://maps.app.goo.gl/UZxg3u9uvJF19sy59,"16.4667671,107.6401501",4.7,80,20000,all time,all time,"FJ8V+F5P, Lang Xá Bàu, Hương Thủy, Thừa Thiên Huế, Vietnam",,,,,,,
Trung tâm Nghệ thuật Điềm Phùng Thị,27,7,,https://file.baothuathienhue.vn/data2/image/fckeditor/upload/2018/20180421/images/1_JPG.JPG,https://maps.app.goo.gl/tiX7Q2M38Z7q1pzR6,"16.4668733,107.5889008",3.1,12,,,,,,,,,,,
Sân vận động Tự do,135,79,,https://phuhoi.thuathienhue.gov.vn/UploadFiles/TinTuc/2014/3/21/image/svd%20tu%20do%20toan%20canh.jpg,https://maps.app.goo.gl/Fu62o2fZnRDfKYTg8,"16.4679112,107.6004225",30.12,0,0,all time,all time,"Nguyễn Công Trứ, Phú Hội, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Phố đêm Hoàng Thành,6,56,,https://nld.mediacdn.vn/291774122806476800/2022/4/23/a3-16506695506752014820533.jpg,https://maps.app.goo.gl/VbKYTfSLggA5xNoKA,"16.4679384,107.5733417",3.1,15,,,,,,,,,,,
Vườn Ý Thảo,8,20a,,https://mia.vn/media/uploads/blog-du-lich/nha-vuon-y-thao-khong-gian-thuong-thuc-am-thuc-xu-hue-vo-cung-co-kinh-1638853035.jpg,https://maps.app.goo.gl/85rgse7Xtr9yib7z7,"16.4682916,107.5642577",3.1,565,,,,,,,,,,,
Đại Nội Huế,12345,27,,https://cdn.tgdd.vn/Files/2022/03/25/1422359/kham-pha-dau-an-lich-su-co-do-dai-noi-hue-hoang-thanh-hue-202203251516507682.jpg,https://maps.app.goo.gl/kykKgA6Ten9BYNSs6,"16.468451,107.578589",4.5,16087,200000,8.00 AM,5.00 PM,"FH9H+9CP, Phú Hậu, Tp. Huế, Thừa Thiên Huế",,,,,,,
Thuần Gallery,127,2a,,https://suckhoedoisong.qltns.mediacdn.vn/2014/BuiGallery-efef1.jpg,https://maps.app.goo.gl/ExGeQnxHSuzdHs1WA,"16.4686466,107.5946062",4.1,3,,all time,all time,"50 Phạm Ngũ Lão, Phú Hội, Thành phố Huế, Thừa Thiên Huế 49000",,,,,,,
Công viên Thương Bạc,p,5,,https://mia.vn/media/uploads/blog-du-lich/cong-vien-thuong-bac-diem-check-in-ly-tuong-danh-cho-gioi-tre-01-1638292849.jpg,https://maps.app.goo.gl/f2JBQLkVzKYa1UXq9,"16.468702,107.5865307",3.1,827,,,,,,,,,,,
Rạp Hưng Đạo,2,5b,,https://file.baothuathienhue.vn/data2/image/news/2017/20171114/origin/1510651525.jpg,https://maps.app.goo.gl/bKJgeRMoTpyvZ5Mi8,"16.468986,107.585459",3.1,31,,,,,,,,,,,
Làng Sình,38a,29,,https://statics.vinwonders.com/tranh-lang-sinh-1_1679156776.jpg,https://maps.app.goo.gl/HciiNsQVUVeV5PKq5,"16.4694173,107.425655",3.1,34,,all time,all time,"GHFH+W4M, Lại Ân, Phú Vang, Thừa Thiên Huế",,,,,,,
Công viên 3/2,p,5,,https://mia.vn/media/uploads/blog-du-lich/dao-choi-mot-vong-cong-vien-3-2-cong-vien-dep-nhat-mien-co-do-hue-1638264548.jpg,https://maps.app.goo.gl/eU3vVB4VZ71cWuaFA,"16.4694375,107.5928125",3.1,639,,,,,,,,,,,
Bleu de Hue,23,2a,,,https://maps.app.goo.gl/sJ9s9FmcbcwP5qeX8,"16.4696193,107.5956496",3.1,15,0,07:00,21:00,"43 Võ Thị Sáu, tổ 12, Thành phố Huế, Thừa Thiên Huế",,,,,,,
ca huế,234,3b,,https://khamphahue.com.vn/Portals/0/Media/T7/upload/vhdl/vanhoa/disan/phivatthe/2015/cahue/kph_ca_hue_tren_song_huong.jpg,https://maps.app.goo.gl/2RKiafoAD2gB7X2C7,"16.4699589,107.5898369",4.0,25,100000,7 PM,9:45 PM,"49 Lê Lợi, Phú Hội, Thành phố Huế, Thừa Thiên Huế 530000, Vietnam",,,,,,,
Bến tòa khâm,15,39,,https://thuyenronghue.com/wp-content/uploads/2020/08/benthuyentoakham-1024x1024.jpg,https://maps.app.goo.gl/zEVTdK1oKgmohTQT7,"16.4700579,107.5917947",3.1,1045,,,,,,,,,,,
Nhat Quy Art Gallery,127,2a,,https://kientrucvadoisong.net/Upload/News/tham-binh-minh-art-gallery.jpg,https://maps.app.goo.gl/be4co5XccLtELStw6,"16.4700882,107.5895767",3.1,6,,07:00,23:30,"60 Lê Lợi, Phú Hội, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Quốc Tử Giám,134,24,,https://upload.wikimedia.org/wikipedia/commons/d/da/Imperial_Academy_of_Hue.jpg,https://maps.app.goo.gl/eBXWasfFqyQLHsGDA,"16.4703121,107.5797931",4.4,96,70000,9.00 AM,8.00 PM,"FHCJ+4WH, Hai Mươi Ba Tháng Tám, Phú Hậu, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Bảo tàng Đại tướng Nguyễn Chí Thanh,57,c,,https://khamphahue.com.vn/Portals/0/Medias/Nam2022/T7/Khamphahue_BaoTangDaiTuongNguyenChiThanh-Hue.jpg,https://maps.app.goo.gl/D2dZEWbVCPXgNwFs7,"16.4707132,107.5729223",5.0,9,0,9.00 AM,5.00 PM,"144 Đặng Thái Thân, Thuận Hoà, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Hue Cooking Class,36a,0,https://www.tripadvisor.com/AttractionProductReview-g293926-d17634321-Hue_Specialty_Food_Cooking_Class-Hue_Thua_Thien_Hue_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/cd/a0/67/caption.jpg,https://maps.app.goo.gl/o1Hdmm3rtA9CFzCh9,"16.4708499,107.6071071",4.1,188,,,,,,,,,,,
Hope Center,a,2a,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d14159320-Reviews-Hope_Center_Hue-Hue_Thua_Thien_Hue_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/13/85/1d/74/a-big-family-enjoys-making.jpg,https://maps.app.goo.gl/2j8uks3LRuTHEcHdA,"16.4709173,107.56869",4.1,48,,,,,,,,,,,
Chợ Đông Ba,36,5670,,https://ik.imagekit.io/tvlk/blog/2023/07/cho-dong-ba-1.jpg,https://maps.app.goo.gl/qbogWB8bc9LseMXn6,"16.4713341,107.5856984",3.1,1828,,,,,,,,,,,
"Bảo tàng cổ vật cung 
đình Huế",2357,2,,https://cdn3.ivivu.com/2022/09/b%E1%BA%A3o-t%C3%A0ng-c%E1%BB%95-v%E1%BA%ADt-cung-%C4%91%C3%ACnh-hu%E1%BA%BF-ivivu.jpg,https://maps.app.goo.gl/ACoXN4LWRr4tigEc6,"16.471343,107.5640556",4.5,1079,50000,7.00 AM,5.30 PM,"03 Lê Trực, Phú Hậu, Thành phố Huế, Thừa Thiên Huế",,,,,,,
nhã nhạc cung đình huế,234,3b,,https://viettourist.com//resources/images/Blog-Tet/CHUA/bia-nhanhac-cungdinh-10.jpg,https://maps.app.goo.gl/E3BrrZypauUB2m5m6,"16.4713628,107.5636258",4.5,1079,100000,7 AM,5:30 PM,"03 Lê Trực, Phú Hậu, Thành phố Huế, Thừa Thiên Huế, Vietnam",,,,,,,
Sosono Spa | massage Hue,9,a,,https://sosonospa.com/wp-content/uploads/2022/09/sosono-spa-gioithieu.jpg,https://maps.app.goo.gl/Zy6d32udQUpvDpMN9,"16.4714432,107.5958564",3.1,688,,08:30,22:30,"22B Nguyễn Công Trứ, Phú Hội, Thành phố Huế, Thừa Thiên Huế 53000",,,,,,,
"
Tiệm Cổ Phục Hoàng Thành",3,2679,,https://vietphuchoangthanh.com/wp-content/uploads/2023/06/2.jpg,https://maps.app.goo.gl/nkr5AX1vkShyXSN98,"16.4719299,107.5729753",3.1,21,140000,07:00,20:00,"136 Đặng Thái Thân, Thuận Hoà, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Công Viên Nguyễn Văn Trỗi,p,5a,,https://static.tuoitre.vn/tto/i/s626/2012/05/18/oGS1tVec.jpg,https://maps.app.goo.gl/btCatGfpU4f7f2PN8,"16.4720997,107.5827689",3.1,168,,,,,,,,,,,
Chợ Tây Lộc,6,560,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2022/T7/tay-loc-market_12_7_2022_15_26_43_018_CH.jpg,https://maps.app.goo.gl/hkbpXzKj86vwLZxX8,"16.4734365,107.5655823",3.1,37,,,,,,,,,,,
Di tích Nhà lưu niệm Bác Hồ,57,c,,https://mia.vn/media/uploads/blog-du-lich/nha-luu-niem-bac-ho-ve-hue-ghe-tham-ngoi-nha-luu-giu-nhung-ky-vat-ve-bac-1638528799.jpg,https://maps.app.goo.gl/Nsxmri6Fuwdt3vi86,"16.4735199,107.5744496",3.1,121,,,,,,,,,,,
Hue Night Walking Street,36,56b,,https://cdn.vntrip.vn/cam-nang/wp-content/uploads/2018/01/pho-di-bo-hue-e1515338934239.jpg,https://maps.app.goo.gl/saBLbrUm3NxkYJRw8,"16.4736125,107.5692634",3.1,1463,,,,,,,,,,,
Nguyen Dinh Chieu Walking Street,8p,56,,https://eholiday.vn/wp-content/uploads/2021/05/pho-di-bo-hue-khong-khi-soi-dong-tai-co-do-1.jpg,https://maps.app.goo.gl/1NEDAY2TeSY86bAp8,"16.4736125,107.5692634",3.1,1282,,,,,,,,,,,
Công viên Trịnh Công Sơn,8p,57c,,https://file.baothuathienhue.vn/data2/image/fckeditor/upload/2017/20170611/images/cong-vien.jpg,https://maps.app.goo.gl/HYY4ibuRe2E7mkET6,"16.4740022,107.5886964",30.12,0,,,,,,,,,,,
Nhà hát nghệ thuật Ca Kịch Huế,23,b,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2016/T4/20160405cakichhue.jpg,https://maps.app.goo.gl/TFNxyuBM786DuEMM7,"16.4744676,107.5757113",3.1,4,,,,,,,,,,,
Cội spa,9,a,https://www.tripadvisor.com/Attraction_Review-g293926-d16812903-Reviews-Coi_Spa_massage_Hue-Hue_Thua_Thien_Hue_Province.html,https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/2c/0a/a9.jpg,https://maps.app.goo.gl/hs3qxKGX2bmGxC8k6,"16.4752162,107.5926494",3.1,125,,,,,,,,,,,
Chùa Diệu Đế,13,4,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d9705672-Reviews-Dieu_De_Pagoda-Hue_Thua_Thien_Hue_Province.html,https://statics.vinwonders.com/chua-dieu-de-1_1633493534.jpg,https://maps.app.goo.gl/aZyvW7kGiAk5P9X98,"16.4778855,107.5874966",4.5,264,,5.30 AM,9.00 PM," Bạch Đằng, Phú Cát, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Hồ Tịnh Tâm,8,379,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2022/T8/M_20220801_TINHTAM2.jpg,https://maps.app.goo.gl/8guKGb6jmJibRgs66,"16.478401,107.5713936",4.5,39,0,all time,all time,"Tp. Huế, Thừa Thiên Huế",,,,,,,
Phủ thờ Công chúa Ngọc Sơn,138,4,,https://khamphadisan.com.vn/wp-content/uploads/2020/09/120385710_136181078222273_1380362418657007027_o.jpg,https://maps.app.goo.gl/SSsUqXz63tSNkqhp9,"16.481595,107.585864",3.1,31,,,,,,,,,,,
Đền Phúc Kiến,5,4,,https://static.vinwonders.com/2022/02/hoi-quan-phuc-kien-2.jpg,https://maps.app.goo.gl/7eKG6MveUWCAYUNe7,"16.48548,107.590474",3.1,14,,,,"321 Đ. Chi Lăng, Phú Hiệp, Thành phố Huế, Thừa Thiên Huế",,,,,,,
Alba Thanh Tan Hot Spring,89,19a,,https://owa.bestprice.vn/images/tickets/735_415/ve-suoi-khoang-nong-alba-thanh-tan-hue-6102b76beb6b6.jpg,https://maps.app.goo.gl/57LiJsuo4RTB4CMq6,"16.4901714,107.3822031",3.1,661,230000,all time,all time,"F9RJ+3V8, Phong Sơn, Phong Điền, Thừa Thiên Huế",,,,,,,
Phố cổ Bao Vinh,1345,257c,,https://danangmotorbikeadventure.com/wp-content/uploads/2022/08/You-can-experience-taking-a-ferry-to-Bao-Vinh-ancient-town.jpg,https://maps.app.goo.gl/XRhnDRZZhLk2vhyq9,"16.4950648,107.5762427",3.1,65,,,,,,,,,,,
Sân Tập Golf Swing Huế,89,a,,https://igcgolfacademy.com/wp-content/uploads/2023/01/khoa-hoc-golf-tai-san-tap-golf-thien-an-hue-1024x612.jpg,https://maps.app.goo.gl/sVDWoaQU4WRGFqM26,"16.4964606,107.5698219",3.1,7,,,,"290 Phạm Văn Đồng, Phú Thượng, Phú Vang, Thừa Thiên Huế",,,,,,,
Edufarm,68a,9a,,https://image.phunuonline.com.vn/fckeditor/upload/2023/20230423/images/wm_2119_c8.jpg,https://maps.app.goo.gl/XQiGyJgd9ajS3ZUTA,"16.5124266,107.5660841",3.1,90,,all time,all time,"GH5F+V7P, Triều Sơn Nam, Hương Trà, Thừa Thiên Huế",,,,,,,
Nhà lưu niệm Bác Hồ ở Làng Dương Nỗ,75,c,,https://d4.violet.vn/uploads/blogs/735185/3318720132_479e565c52_400.jpg,https://maps.app.goo.gl/7qW6kij8u8BATAsd9,"16.5126556,107.6034361",3.1,35,,,,,,,,,,,
Làng nghề hoa giấy Thanh Tiên,235a,2a,,https://ik.imagekit.io/tvlk/blog/2023/07/lang-hoa-giay-thanh-tien-1-1024x682.jpg,https://maps.app.goo.gl/8FgYJjKgRbzFxj5f6,"16.5152029,107.5793048",3.1,82,,,,,,,,,,,
Tháp Phú Diên,1358,89a,,https://thuathienhue.gov.vn/portals/0/Upload/INSERTIMAGES/Du_Dia_Chi/Ditich/my%20khanh.jpg,https://maps.app.goo.gl/prMxorCjSQxuRepP6,"16.5174486,107.6799582",3.1,66,0,all time,all time,"FPWW+8C8, Đám, Phú Diên, Phú Vang, Thừa Thiên Huế",,,,,,,
Âu Thuyền Phú Hải,3,18ab,,https://file.baothuathienhue.vn/data2/image/news/2017/20171005/origin/1507166122.jpg,https://maps.app.goo.gl/cW8ppbGUdPWo2LFK9,"16.5222259,107.6922174",3.1,9,0,all time,all time,"GPC2+X28, QL49B, Phú Hải, Phú Vang, Thừa Thiên Huế",,,,,,,
Tranh làng sình,23a,2,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2022/T8/langsinh.jpg,https://maps.app.goo.gl/K31n7wxyFUDwv44v9,"16.5225206,107.5736309",3.1,15,,,,,,,,,,,
Đầm Chuồn,8,19,,https://ik.imagekit.io/tvlk/blog/2023/08/dam-chuon-1.jpg,https://maps.app.goo.gl/gpeqcw9GubCPTHv46,"16.5251584,107.6445499",3.1,225,,,,,,,,,,,
HTX Mây Tre Đan Bao La,23,67,,https://file.baothuathienhue.vn/data/0/images/2023/08/05/upload_3836/trai-nghiem-1.jpg,https://maps.app.goo.gl/5NPkbkTVutmG8BDd6,"16.5344576,107.4849062",3.1,14,0,all time,all time,"GFMP+QXQ, Bao La, Quảng Điền, Thừa Thiên Huế",,,,,,,
Nhà tưởng niệm đại tướng Nguyễn Chí Thanh,57,c,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2024/T3/z5223823049826_3eeef839b152aca896aaf0d18cf1ca13.jpg,https://maps.app.goo.gl/wV19iTvV96dTQ2q87,"16.5464185,107.5294733",3.1,48,,,,,,,,,,,
Chùa Giác Lương,13,4,,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2022/T7/anhchuagiacluong.2022.07.4..jpg,https://maps.app.goo.gl/wa1aKw4a3bGf7q5MA,"16.5514623,107.467452",4.8,4,0,all time,all time,"Phong Hiền, Phong Điền, Thừa Thiên Huế",,,,,,,
Rú chá,8,197,,https://thanhnien.mediacdn.vn/Uploaded/nhanlh/2022_09_22/dji-0134-hdr-8794.jpg,https://maps.app.goo.gl/knyn2f7nMd19Qb8j6,"16.5562869,107.6102285",3.1,394,,,,,,,,,,,
Biển Thuận An,8,189,,https://tour.dulichvietnam.com.vn/uploads/image/a-dia-danh-du-lich/thuanan%201.jpg,https://maps.app.goo.gl/ZP4PiPoyd5EhxuEV8,"16.5618282,107.6475076",3.1,740,0,all time,all time,Thừa Thiên Huế,,,,,,,
Biển Hải Dương,8,189,,https://statics.vinwonders.com/bien-hai-duong-hue-1_1633014475.jpg,https://maps.app.goo.gl/mo1588ywyezxALW38,"16.5846304,107.6029827",3.1,115,0,all time,all time,"Thai Dương, Phú Vang, Thừa Thiên Huế",,,,,,,
Phá Tam Giang,8,189,https://www.tripadvisor.com.vn/Attraction_Review-g293926-d2416127-Reviews-Tam_Giang_Lagoon-Hue_Thua_Thien_Hue_Province.html,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/17/e8/1c/2d/d-m-chuon-lagoon.jpg,https://maps.app.goo.gl/UcoKaPiU7aiYWGkx7,"16.6089773,107.4440362",3.1,402,,,,,,,,,,,
Gốm Phước Tích,235a,2a,https://www.tripadvisor.com/Attraction_Review-g293926-d15581697-Reviews-Lavin_Home-Hue_Thua_Thien_Hue_Province.html,https://thuathienhue.gov.vn/Portals/0/Medias/Nam2022/T8/phuoc%20tich.jpg,https://maps.app.goo.gl/gUj3eaYiKiug7mVW8,"16.6391535,107.3122479",3.1,25,,,,,,,,,,,
