osmid,y,x,street_count,highway,ref,geometry
7742591162,16.5506274,107.6097676,1,,,POINT (107.6097676 16.5506274)
7742591165,16.55081,107.6077113,3,,,POINT (107.6077113 16.55081)
7742591166,16.5507286,107.6072409,3,,,POINT (107.6072409 16.5507286)
7742591170,16.5520356,107.6082549,1,,,POINT (107.6082549 16.5520356)
7742591171,16.5518205,107.6077964,3,,,POINT (107.6077964 16.5518205)
7742591172,16.5517631,107.6082241,3,,,POINT (107.6082241 16.5517631)
7742591173,16.5518861,107.6073552,3,,,POINT (107.6073552 16.5518861)
7742591177,16.5512381,107.606517,3,,,POINT (107.606517 16.5512381)
7742591180,16.550633,107.6062918,3,,,POINT (107.6062918 16.550633)
7742591182,16.5511764,107.6072868,3,,,POINT (107.6072868 16.5511764)
7742591184,16.5504155,107.6072238,3,,,POINT (107.6072238 16.5504155)
7742605686,16.5507199,107.6059417,3,,,POINT (107.6059417 16.5507199)
7742605690,16.5522929,107.6065395,1,,,POINT (107.6065395 16.5522929)
7742605693,16.550792,107.6056247,3,,,POINT (107.6056247 16.550792)
7742605700,16.5523441,107.6056732,1,,,POINT (107.6056732 16.5523441)
7742605706,16.5510923,107.6028992,3,,,POINT (107.6028992 16.5510923)
7742605707,16.5521386,107.6033179,4,,,POINT (107.6033179 16.5521386)
7742605708,16.5522881,107.6025792,3,,,POINT (107.6025792 16.5522881)
7742605709,16.5522352,107.6029509,3,,,POINT (107.6029509 16.5522352)
7742605711,16.5520094,107.603653,3,,,POINT (107.603653 16.5520094)
7742605712,16.5527152,107.6039615,1,,,POINT (107.6039615 16.5527152)
7742605715,16.5530024,107.6032696,1,,,POINT (107.6032696 16.5530024)
7742605717,16.5529141,107.6028193,1,,,POINT (107.6028193 16.5529141)
7742605719,16.5524553,107.6017927,1,,,POINT (107.6017927 16.5524553)
7742605722,16.551433,107.6015619,3,,,POINT (107.6015619 16.551433)
7742605723,16.5520132,107.6014815,1,,,POINT (107.6014815 16.5520132)
7742605725,16.5514788,107.6012185,3,,,POINT (107.6012185 16.5514788)
7742605735,16.552184,107.6010835,1,,,POINT (107.6010835 16.552184)
7742605738,16.5493545,107.6155276,3,,,POINT (107.6155276 16.5493545)
7742605740,16.5486028,107.6132904,3,,,POINT (107.6132904 16.5486028)
7742605741,16.5487503,107.6163685,1,,,POINT (107.6163685 16.5487503)
7742605749,16.5447967,107.6122401,3,,,POINT (107.6122401 16.5447967)
7742605783,16.5424307,107.6167215,3,,,POINT (107.6167215 16.5424307)
7742605784,16.5421475,107.61566,3,,,POINT (107.61566 16.5421475)
7742605786,16.5433655,107.6159926,1,,,POINT (107.6159926 16.5433655)
7742605791,16.5390053,107.6112315,3,,,POINT (107.6112315 16.5390053)
7742605792,16.5393467,107.6080182,3,,,POINT (107.6080182 16.5393467)
7742605797,16.5391637,107.6108695,3,,,POINT (107.6108695 16.5391637)
7742605798,16.5395275,107.6100085,3,,,POINT (107.6100085 16.5395275)
7742605800,16.5386098,107.6094719,3,,,POINT (107.6094719 16.5386098)
7742605803,16.5401225,107.6086378,3,,,POINT (107.6086378 16.5401225)
7742605804,16.5395729,107.607471,3,,,POINT (107.607471 16.5395729)
7742605805,16.5397266,107.607172,3,,,POINT (107.607172 16.5397266)
7742605806,16.5398269,107.6069843,3,,,POINT (107.6069843 16.5398269)
7742605810,16.5399987,107.6077061,1,,,POINT (107.6077061 16.5399987)
7742605815,16.5405588,107.6076588,3,,,POINT (107.6076588 16.5405588)
7742605820,16.5420492,107.6077356,1,,,POINT (107.6077356 16.5420492)
7742605823,16.5404062,107.5991696,3,,,POINT (107.5991696 16.5404062)
7742605824,16.5399287,107.5992232,1,,,POINT (107.5992232 16.5399287)
7742605825,16.5404309,107.59947,3,,,POINT (107.59947 16.5404309)
7742605826,16.5399647,107.5995236,1,,,POINT (107.5995236 16.5399647)
7742605827,16.5388279,107.6043046,1,,,POINT (107.6043046 16.5388279)
7742605831,16.5369231,107.5996594,3,,,POINT (107.5996594 16.5369231)
7742605832,16.5368337,107.5993862,3,,,POINT (107.5993862 16.5368337)
7742605834,16.5366633,107.5987639,3,,,POINT (107.5987639 16.5366633)
7742605838,16.5378333,107.6002337,3,,,POINT (107.6002337 16.5378333)
7742605839,16.5375767,107.5994713,3,,,POINT (107.5994713 16.5375767)
7742605841,16.5358192,107.6001828,3,,,POINT (107.6001828 16.5358192)
7742605842,16.5343199,107.5997986,3,,,POINT (107.5997986 16.5343199)
7742605843,16.537342,107.5986035,3,,,POINT (107.5986035 16.537342)
7742605845,16.5379414,107.6005519,3,,,POINT (107.6005519 16.5379414)
7742605846,16.5374107,107.6007302,3,,,POINT (107.6007302 16.5374107)
7742605847,16.5380308,107.6008037,3,,,POINT (107.6008037 16.5380308)
7742605866,16.5340398,107.6007164,3,,,POINT (107.6007164 16.5340398)
7742605871,16.5402416,107.6072102,1,,,POINT (107.6072102 16.5402416)
7753098858,16.5933747,107.5781582,3,,,POINT (107.5781582 16.5933747)
7753098859,16.5935076,107.578797,3,,,POINT (107.578797 16.5935076)
7753098860,16.5928912,107.5784939,3,,,POINT (107.5784939 16.5928912)
7753098861,16.5933207,107.5797556,1,,,POINT (107.5797556 16.5933207)
7753098862,16.59296,107.5795463,4,,,POINT (107.5795463 16.59296)
7753098863,16.594283,107.5776317,3,,,POINT (107.5776317 16.594283)
7753098864,16.5946479,107.5778698,1,,,POINT (107.5778698 16.5946479)
7753098867,16.5902074,107.5846333,4,,,POINT (107.5846333 16.5902074)
7753098868,16.5905879,107.5838154,4,,,POINT (107.5838154 16.5905879)
7753098869,16.5908424,107.5832628,4,,,POINT (107.5832628 16.5908424)
7753098872,16.5910852,107.5815207,3,,,POINT (107.5815207 16.5910852)
7753098875,16.5911672,107.5827784,4,,,POINT (107.5827784 16.5911672)
7753098880,16.5921594,107.5844048,3,,,POINT (107.5844048 16.5921594)
7753098881,16.5923296,107.5846563,1,,,POINT (107.5846563 16.5923296)
7753098882,16.5924801,107.5840823,3,,,POINT (107.5840823 16.5924801)
7753098883,16.5894015,107.5826709,3,,,POINT (107.5826709 16.5894015)
7753098884,16.5899404,107.5829166,4,,,POINT (107.5829166 16.5899404)
7753560086,16.5888929,107.582439,1,,,POINT (107.582439 16.5888929)
7753560088,16.5890532,107.5834353,3,,,POINT (107.5834353 16.5890532)
7753560089,16.5889666,107.5833934,3,,,POINT (107.5833934 16.5889666)
7753560090,16.5896089,107.5837039,3,,,POINT (107.5837039 16.5896089)
7753560095,16.5874151,107.5832346,1,,,POINT (107.5832346 16.5874151)
7753560096,16.5887434,107.5839078,3,,,POINT (107.5839078 16.5887434)
7753560097,16.5893524,107.5842189,4,,,POINT (107.5842189 16.5893524)
7753560103,16.5916945,107.5844912,4,,,POINT (107.5844912 16.5916945)
7753560104,16.5918757,107.5842471,1,,,POINT (107.5842471 16.5918757)
7753560105,16.5879684,107.5835121,1,,,POINT (107.5835121 16.5879684)
7753560107,16.5897064,107.5834668,3,,,POINT (107.5834668 16.5897064)
7753560110,16.5922667,107.5850774,1,,,POINT (107.5850774 16.5922667)
7753560114,16.5899683,107.5854851,1,,,POINT (107.5854851 16.5899683)
7753560115,16.5902641,107.58243,3,,,POINT (107.58243 16.5902641)
7753560117,16.5911387,107.5828234,4,,,POINT (107.5828234 16.5911387)
7753560139,16.5778584,107.585531,1,,,POINT (107.585531 16.5778584)
7753574558,16.5752452,107.5998898,1,,,POINT (107.5998898 16.5752452)
7753574560,16.5748039,107.600616,3,,,POINT (107.600616 16.5748039)
7753574561,16.5780704,107.6037951,3,,,POINT (107.6037951 16.5780704)
7753574570,16.5748582,107.6006596,3,,,POINT (107.6006596 16.5748582)
7753574573,16.5772715,107.6061534,1,,,POINT (107.6061534 16.5772715)
7753574574,16.5765691,107.605674,1,,,POINT (107.605674 16.5765691)
7753574575,16.576862,107.6058644,3,,,POINT (107.6058644 16.576862)
7753574578,16.5754836,107.6116111,4,,,POINT (107.6116111 16.5754836)
7753574580,16.5750081,107.6111131,3,,,POINT (107.6111131 16.5750081)
7753574581,16.5748724,107.6123061,3,,,POINT (107.6123061 16.5748724)
7753585485,16.5754328,107.6125404,1,,,POINT (107.6125404 16.5754328)
7753585486,16.5752419,107.6129816,1,,,POINT (107.6129816 16.5752419)
7753585487,16.5753652,107.6128505,3,,,POINT (107.6128505 16.5753652)
7753585490,16.5748885,107.6124318,3,,,POINT (107.6124318 16.5748885)
7753585499,16.5771379,107.6078955,1,,,POINT (107.6078955 16.5771379)
7753585500,16.576857,107.6086841,1,,,POINT (107.6086841 16.576857)
7753585502,16.5768731,107.6100919,3,,,POINT (107.6100919 16.5768731)
7753585503,16.5771269,107.609714,3,,,POINT (107.609714 16.5771269)
7753585505,16.5776566,107.6100004,3,,,POINT (107.6100004 16.5776566)
7753585507,16.5759386,107.6108272,3,,,POINT (107.6108272 16.5759386)
7753585508,16.5761401,107.6105539,3,,,POINT (107.6105539 16.5761401)
7753585509,16.5762956,107.6103229,4,,,POINT (107.6103229 16.5762956)
7753585515,16.57724,107.6103947,3,,,POINT (107.6103947 16.57724)
7753585517,16.5768956,107.6109288,3,,,POINT (107.6109288 16.5768956)
7753585518,16.5767561,107.6110887,3,,,POINT (107.6110887 16.5767561)
7753585523,16.5763332,107.6115064,3,,,POINT (107.6115064 16.5763332)
7753585524,16.5762111,107.61166,3,,,POINT (107.61166 16.5762111)
7753585525,16.5760054,107.6115011,4,,,POINT (107.6115011 16.5760054)
7753585529,16.5762734,107.6111765,3,,,POINT (107.6111765 16.5762734)
7753585531,16.5764945,107.6108873,3,,,POINT (107.6108873 16.5764945)
7753585533,16.5757234,107.6105891,3,,,POINT (107.6105891 16.5757234)
7753585534,16.5761488,107.6113368,4,,,POINT (107.6113368 16.5761488)
7753585535,16.575909,107.6117029,3,,,POINT (107.6117029 16.575909)
7753585536,16.5751298,107.6109619,3,,,POINT (107.6109619 16.5751298)
7753585537,16.5764483,107.6121327,1,,,POINT (107.6121327 16.5764483)
7753585538,16.5755883,107.6122762,3,,,POINT (107.6122762 16.5755883)
7753585543,16.5757776,107.6118682,3,,,POINT (107.6118682 16.5757776)
7753585545,16.5762664,107.6122722,1,,,POINT (107.6122722 16.5762664)
7753585546,16.5758448,107.6119282,3,,,POINT (107.6119282 16.5758448)
7753585547,16.5791488,107.6073423,1,,,POINT (107.6073423 16.5791488)
7754290737,16.4447881,107.5293408,1,,,POINT (107.5293408 16.4447881)
7754290738,16.4450942,107.5246246,3,,,POINT (107.5246246 16.4450942)
7754290746,16.4427293,107.5234584,3,,,POINT (107.5234584 16.4427293)
7754290748,16.4432366,107.5231225,3,,,POINT (107.5231225 16.4432366)
7754290750,16.4418287,107.5249488,3,,,POINT (107.5249488 16.4418287)
7754290751,16.4413151,107.5232574,3,,,POINT (107.5232574 16.4413151)
7754290752,16.4416357,107.5242814,3,,,POINT (107.5242814 16.4416357)
7754290753,16.4418835,107.5251856,3,,,POINT (107.5251856 16.4418835)
7754290759,16.4402743,107.5231073,1,,,POINT (107.5231073 16.4402743)
7754290760,16.4407809,107.5236875,3,,,POINT (107.5236875 16.4407809)
7754290761,16.4411167,107.5245034,3,,,POINT (107.5245034 16.4411167)
7754290763,16.4403713,107.524969,4,,,POINT (107.524969 16.4403713)
7754290764,16.4397835,107.5252211,3,,,POINT (107.5252211 16.4397835)
7754290765,16.4389796,107.5255751,4,,,POINT (107.5255751 16.4389796)
7754290768,16.4401825,107.5242201,4,,,POINT (107.5242201 16.4401825)
7754290772,16.4407013,107.5256923,3,,,POINT (107.5256923 16.4407013)
7754290773,16.4410093,107.5267326,1,,,POINT (107.5267326 16.4410093)
7754302300,16.4392969,107.5267071,3,,,POINT (107.5267071 16.4392969)
7754302304,16.4383945,107.5257011,3,,,POINT (107.5257011 16.4383945)
7754302309,16.4375587,107.5266991,4,,,POINT (107.5266991 16.4375587)
7754302313,16.4382966,107.5285685,1,,,POINT (107.5285685 16.4382966)
7754302319,16.4349618,107.52886,4,,,POINT (107.52886 16.4349618)
7754302320,16.4373891,107.5294752,1,,,POINT (107.5294752 16.4373891)
7754302321,16.4370238,107.5294229,3,,,POINT (107.5294229 16.4370238)
7754302322,16.4367665,107.5282145,3,,,POINT (107.5282145 16.4367665)
7754302328,16.4357624,107.5274473,3,,,POINT (107.5274473 16.4357624)
7754302332,16.4362763,107.5300546,3,,,POINT (107.5300546 16.4362763)
7754302333,16.4369414,107.530481,1,,,POINT (107.530481 16.4369414)
7754302337,16.4345985,107.5293759,3,,,POINT (107.5293759 16.4345985)
7754302339,16.4341476,107.5302394,3,,,POINT (107.5302394 16.4341476)
7754302358,16.4274512,107.5105038,3,,,POINT (107.5105038 16.4274512)
7754302359,16.4272428,107.5114777,1,,,POINT (107.5114777 16.4272428)
7754302364,16.4427922,107.5228524,3,,,POINT (107.5228524 16.4427922)
7754302365,16.4438901,107.5236524,4,,,POINT (107.5236524 16.4438901)
7754302369,16.4436469,107.5225509,1,,,POINT (107.5225509 16.4436469)
7754543849,16.4670326,107.5559032,3,,,POINT (107.5559032 16.4670326)
7754543850,16.4679108,107.5554391,1,,,POINT (107.5554391 16.4679108)
7754543854,16.4682111,107.5546044,3,,,POINT (107.5546044 16.4682111)
7754543864,16.46963,107.556333,1,,,POINT (107.556333 16.46963)
7754543866,16.476285,107.5535667,1,,,POINT (107.5535667 16.476285)
7754543868,16.4786521,107.5534811,3,,,POINT (107.5534811 16.4786521)
7754543869,16.4783358,107.5537371,1,,,POINT (107.5537371 16.4783358)
7754543870,16.4829034,107.5545431,3,,,POINT (107.5545431 16.4829034)
7754543872,16.4841027,107.553647,3,,,POINT (107.553647 16.4841027)
7754543877,16.4843406,107.5541084,3,,,POINT (107.5541084 16.4843406)
7754543878,16.4861985,107.5535892,3,,,POINT (107.5535892 16.4861985)
7754543880,16.4857969,107.5544357,3,,,POINT (107.5544357 16.4857969)
7754543881,16.4847719,107.5554711,3,,,POINT (107.5554711 16.4847719)
7754543884,16.4865117,107.5550325,3,,,POINT (107.5550325 16.4865117)
7754603887,16.4846438,107.5547575,3,,,POINT (107.5547575 16.4846438)
7754603894,16.4860657,107.5564979,3,,,POINT (107.5564979 16.4860657)
7754603895,16.4880748,107.5544357,3,,,POINT (107.5544357 16.4880748)
7754603896,16.4876088,107.5545644,4,,,POINT (107.5545644 16.4876088)
7754603897,16.4871255,107.5546932,4,,,POINT (107.5546932 16.4871255)
7754603898,16.4878392,107.5570999,3,,,POINT (107.5570999 16.4878392)
7754603899,16.4878149,107.5567054,3,,,POINT (107.5567054 16.4878149)
7754603900,16.4839192,107.5564845,3,,,POINT (107.5564845 16.4839192)
7754603902,16.4867477,107.5716877,3,,,POINT (107.5716877 16.4867477)
7754603905,16.4888782,107.5746764,3,,,POINT (107.5746764 16.4888782)
7754603906,16.4869924,107.5714891,3,,,POINT (107.5714891 16.4869924)
7754603909,16.4863522,107.5720166,1,,,POINT (107.5720166 16.4863522)
7754603914,16.4846648,107.5750835,3,,,POINT (107.5750835 16.4846648)
7754603916,16.4848544,107.5749326,4,,,POINT (107.5749326 16.4848544)
7754603917,16.4851347,107.5746908,3,,,POINT (107.5746908 16.4851347)
7754603921,16.4858008,107.572495,3,,,POINT (107.572495 16.4858008)
7754603923,16.4844932,107.5735955,4,,,POINT (107.5735955 16.4844932)
7754603924,16.4843087,107.5737316,4,,,POINT (107.5737316 16.4843087)
7754603925,16.4843939,107.5752849,3,,,POINT (107.5752849 16.4843939)
7754603926,16.484931,107.5744445,3,,,POINT (107.5744445 16.484931)
7754603927,16.4851071,107.5757005,3,,,POINT (107.5757005 16.4851071)
7754603928,16.4848385,107.5759005,3,,,POINT (107.5759005 16.4848385)
7754603931,16.4840314,107.5747421,3,,,POINT (107.5747421 16.4840314)
7754603932,16.4838148,107.5749041,1,,,POINT (107.5749041 16.4838148)
7754603933,16.4843868,107.5714248,1,,,POINT (107.5714248 16.4843868)
7754603934,16.4784963,107.5687401,1,,,POINT (107.5687401 16.4784963)
7754603937,16.4733017,107.5687854,3,,,POINT (107.5687854 16.4733017)
7754603939,16.467152,107.5581774,3,,,POINT (107.5581774 16.467152)
7754603950,16.4693148,107.5721683,3,,,POINT (107.5721683 16.4693148)
7754603952,16.4681345,107.5731383,3,,,POINT (107.5731383 16.4681345)
7754926457,16.4678796,107.6169295,3,,,POINT (107.6169295 16.4678796)
7754926463,16.4694966,107.6178685,3,,,POINT (107.6178685 16.4694966)
7754926471,16.4693861,107.6187417,1,,,POINT (107.6187417 16.4693861)
7754926472,16.4698234,107.6179475,3,,,POINT (107.6179475 16.4698234)
7754926475,16.4724997,107.6181059,3,,,POINT (107.6181059 16.4724997)
7754926482,16.4720471,107.6181649,1,,,POINT (107.6181649 16.4720471)
7754959352,16.5113061,107.5989292,3,,,POINT (107.5989292 16.5113061)
7754959356,16.5118768,107.5992104,1,,,POINT (107.5992104 16.5118768)
7754959359,16.5114526,107.6000091,1,,,POINT (107.6000091 16.5114526)
7754959362,16.5122934,107.6000633,3,,,POINT (107.6000633 16.5122934)
7754959363,16.5128229,107.5997322,3,,,POINT (107.5997322 16.5128229)
7754959366,16.5109348,107.6027528,1,,,POINT (107.6027528 16.5109348)
7754959368,16.5106367,107.6027407,4,,,POINT (107.6027407 16.5106367)
7754959375,16.5111928,107.6018296,1,,,POINT (107.6018296 16.5111928)
7754959377,16.5111209,107.6009283,3,,,POINT (107.6009283 16.5111209)
7754959378,16.51064,107.6043198,1,,,POINT (107.6043198 16.51064)
7754959380,16.5120928,107.6042999,3,,,POINT (107.6042999 16.5120928)
7754959383,16.5113594,107.6048912,4,,,POINT (107.6048912 16.5113594)
7754960387,16.5127604,107.6050975,3,,,POINT (107.6050975 16.5127604)
7754960389,16.5107673,107.6049799,1,,,POINT (107.6049799 16.5107673)
7754960390,16.5109692,107.6062606,1,,,POINT (107.6062606 16.5109692)
7754960393,16.5130392,107.6054134,3,,,POINT (107.6054134 16.5130392)
7754960400,16.5124098,107.6073957,1,,,POINT (107.6073957 16.5124098)
7754960401,16.5133528,107.6066845,1,,,POINT (107.6066845 16.5133528)
7754960402,16.5134679,107.6070336,3,,,POINT (107.6070336 16.5134679)
7754960405,16.5120543,107.609242,1,,,POINT (107.609242 16.5120543)
7754960406,16.5124246,107.6091401,3,,,POINT (107.6091401 16.5124246)
7754960411,16.5139041,107.6075119,3,,,POINT (107.6075119 16.5139041)
7754960416,16.5157158,107.614188,3,,,POINT (107.614188 16.5157158)
7754960417,16.5155598,107.6135114,3,,,POINT (107.6135114 16.5155598)
7754960418,16.5153921,107.6131198,3,,,POINT (107.6131198 16.5153921)
7754960422,16.5144922,107.6110765,3,,,POINT (107.6110765 16.5144922)
7754960423,16.5143183,107.610679,3,,,POINT (107.610679 16.5143183)
7754960424,16.514217,107.6104898,3,,,POINT (107.6104898 16.514217)
7754960425,16.5141055,107.6102685,3,,,POINT (107.6102685 16.5141055)
7754960426,16.5140026,107.6100602,3,,,POINT (107.6100602 16.5140026)
7754960427,16.5138769,107.6097863,3,,,POINT (107.6097863 16.5138769)
7754960430,16.5137077,107.6093383,3,,,POINT (107.6093383 16.5137077)
7754960432,16.5136292,107.6090641,3,,,POINT (107.6090641 16.5136292)
7754960435,16.5144304,107.6084397,3,,,POINT (107.6084397 16.5144304)
7754960437,16.5148016,107.6088861,3,,,POINT (107.6088861 16.5148016)
7754960443,16.515144,107.6096608,3,,,POINT (107.6096608 16.515144)
7754960455,16.5161821,107.6106491,3,,,POINT (107.6106491 16.5161821)
7754960459,16.5158865,107.6110741,1,,,POINT (107.6110741 16.5158865)
7754960460,16.5162137,107.6111976,1,,,POINT (107.6111976 16.5162137)
7754960468,16.5171785,107.6118153,3,,,POINT (107.6118153 16.5171785)
7754960469,16.5164734,107.6120871,3,,,POINT (107.6120871 16.5164734)
7754960470,16.5171509,107.6120818,3,,,POINT (107.6120818 16.5171509)
7754960471,16.5171223,107.6123554,3,,,POINT (107.6123554 16.5171223)
7754960476,16.5170012,107.6127952,3,,,POINT (107.6127952 16.5170012)
7754960478,16.5174697,107.61316,1,,,POINT (107.61316 16.5174697)
7754960479,16.5178134,107.6134598,1,,,POINT (107.6134598 16.5178134)
7754960481,16.5169752,107.6135939,3,,,POINT (107.6135939 16.5169752)
7754960482,16.5168844,107.6135955,4,,,POINT (107.6135955 16.5168844)
7754960483,16.5161112,107.6137871,1,,,POINT (107.6137871 16.5161112)
7754960485,16.5168866,107.6139405,3,,,POINT (107.6139405 16.5168866)
7754960487,16.5169161,107.6143427,3,,,POINT (107.6143427 16.5169161)
7754960490,16.5171652,107.6114723,3,,,POINT (107.6114723 16.5171652)
7754960491,16.51802,107.6127738,3,,,POINT (107.6127738 16.51802)
7754960496,16.5170481,107.6130286,3,,,POINT (107.6130286 16.5170481)
7754960498,16.5175674,107.6118773,3,,,POINT (107.6118773 16.5175674)
7754960501,16.5170195,107.6132197,3,,,POINT (107.6132197 16.5170195)
7754960515,16.5304215,107.617101,4,,,POINT (107.617101 16.5304215)
7754960516,16.5306393,107.6169393,4,,,POINT (107.6169393 16.5306393)
7754960517,16.5307794,107.6168353,1,,,POINT (107.6168353 16.5307794)
7754960520,16.5295564,107.6164873,3,,,POINT (107.6164873 16.5295564)
7754960523,16.5309877,107.6189694,3,,,POINT (107.6189694 16.5309877)
7754960525,16.5268208,107.6157573,3,,,POINT (107.6157573 16.5268208)
7754960527,16.5273984,107.6153902,3,,,POINT (107.6153902 16.5273984)
7754960529,16.5259898,107.6154077,1,,,POINT (107.6154077 16.5259898)
7754960531,16.5265257,107.6161478,1,,,POINT (107.6161478 16.5265257)
7754960535,16.5253355,107.6156169,1,,,POINT (107.6156169 16.5253355)
7754960541,16.5227512,107.6137395,3,,,POINT (107.6137395 16.5227512)
7754960557,16.5220106,107.6129288,3,,,POINT (107.6129288 16.5220106)
7754960558,16.5222061,107.6125538,1,,,POINT (107.6125538 16.5222061)
7754960559,16.5232501,107.6102203,3,,,POINT (107.6102203 16.5232501)
7754960564,16.5210683,107.5999446,3,,,POINT (107.5999446 16.5210683)
7754960568,16.5176947,107.6043918,3,,,POINT (107.6043918 16.5176947)
7754960572,16.5208497,107.6081844,3,,,POINT (107.6081844 16.5208497)
7754960593,16.526454,107.6129589,3,,,POINT (107.6129589 16.526454)
7754960595,16.5169452,107.6049349,3,,,POINT (107.6049349 16.5169452)
7754960597,16.5155694,107.6057608,3,,,POINT (107.6057608 16.5155694)
7754960598,16.5149305,107.6060588,3,,,POINT (107.6060588 16.5149305)
7754960601,16.5144086,107.6062841,3,,,POINT (107.6062841 16.5144086)
7754960602,16.5141297,107.6063096,3,,,POINT (107.6063096 16.5141297)
7754960603,16.5179673,107.6048048,3,,,POINT (107.6048048 16.5179673)
7754960608,16.5171689,107.6053113,3,,,POINT (107.6053113 16.5171689)
7754960614,16.5154201,107.6050072,3,,,POINT (107.6050072 16.5154201)
7754960615,16.5152558,107.6043429,1,,,POINT (107.6043429 16.5152558)
7754960617,16.5134903,107.6031235,3,,,POINT (107.6031235 16.5134903)
7754960618,16.5135759,107.6035019,3,,,POINT (107.6035019 16.5135759)
7754960624,16.5125793,107.6022974,3,,,POINT (107.6022974 16.5125793)
7754960625,16.5138451,107.601813,3,,,POINT (107.601813 16.5138451)
7754960626,16.5126052,107.6019997,3,,,POINT (107.6019997 16.5126052)
7754960627,16.5141701,107.6035719,3,,,POINT (107.6035719 16.5141701)
7754960629,16.5126825,107.6042211,3,,,POINT (107.6042211 16.5126825)
7754960630,16.514226,107.6038601,3,,,POINT (107.6038601 16.514226)
7754960634,16.5148868,107.6057163,3,,,POINT (107.6057163 16.5148868)
7754960639,16.5142137,107.6040734,4,,,POINT (107.6040734 16.5142137)
7754960643,16.5147144,107.6063528,3,,,POINT (107.6063528 16.5147144)
7754960644,16.5149379,107.6067467,3,,,POINT (107.6067467 16.5149379)
7754960645,16.5150065,107.6068491,3,,,POINT (107.6068491 16.5150065)
7754960648,16.5142886,107.6069688,3,,,POINT (107.6069688 16.5142886)
7754960649,16.5157475,107.6062346,3,,,POINT (107.6062346 16.5157475)
7754960650,16.5152995,107.6065137,3,,,POINT (107.6065137 16.5152995)
7754960651,16.5153599,107.6066157,3,,,POINT (107.6066157 16.5153599)
7754960654,16.515711,107.6071513,3,,,POINT (107.6071513 16.515711)
7754960655,16.5154342,107.6067286,3,,,POINT (107.6067286 16.5154342)
7754960656,16.5151396,107.6063132,3,,,POINT (107.6063132 16.5151396)
7754960658,16.5150637,107.6062237,3,,,POINT (107.6062237 16.5150637)
7754960661,16.5148266,107.6077233,3,,,POINT (107.6077233 16.5148266)
7754960663,16.5150168,107.6081216,3,,,POINT (107.6081216 16.5150168)
7754960665,16.5150792,107.6083154,3,,,POINT (107.6083154 16.5150792)
7754960666,16.5160091,107.6076018,3,,,POINT (107.6076018 16.5160091)
7754960667,16.5160811,107.6077198,3,,,POINT (107.6077198 16.5160811)
7754960668,16.5163337,107.6080994,3,,,POINT (107.6080994 16.5163337)
7754960669,16.5165854,107.6084827,3,,,POINT (107.6084827 16.5165854)
7754960670,16.5167618,107.6087519,3,,,POINT (107.6087519 16.5167618)
7754960671,16.5171728,107.6093797,3,,,POINT (107.6093797 16.5171728)
7754960672,16.5181349,107.6108643,3,,,POINT (107.6108643 16.5181349)
7754960673,16.5152192,107.6086564,3,,,POINT (107.6086564 16.5152192)
7754960677,16.5156523,107.6096067,3,,,POINT (107.6096067 16.5156523)
7754960678,16.5177621,107.6113179,3,,,POINT (107.6113179 16.5177621)
7754960695,16.5176651,107.6112248,3,,,POINT (107.6112248 16.5176651)
7754960696,16.515877,107.6064501,3,,,POINT (107.6064501 16.515877)
7754960699,16.5156354,107.6060337,4,,,POINT (107.6060337 16.5156354)
7754960700,16.5159869,107.6066343,1,,,POINT (107.6066343 16.5159869)
7754981369,16.4430772,107.4980454,3,,,POINT (107.4980454 16.4430772)
7754981372,16.4433886,107.4972187,1,,,POINT (107.4972187 16.4433886)
7755013588,16.4724644,107.6208363,1,,,POINT (107.6208363 16.4724644)
7755013589,16.4732005,107.6202439,3,,,POINT (107.6202439 16.4732005)
7755013594,16.4738549,107.6160221,1,,,POINT (107.6160221 16.4738549)
7755013597,16.4730466,107.6158814,3,,,POINT (107.6158814 16.4730466)
7755013598,16.4817365,107.6178215,3,,,POINT (107.6178215 16.4817365)
7755013605,16.4883251,107.6205958,3,,,POINT (107.6205958 16.4883251)
7755013607,16.4878495,107.6206278,3,,,POINT (107.6206278 16.4878495)
7755013610,16.4867763,107.6178215,3,,,POINT (107.6178215 16.4867763)
7755013618,16.4874935,107.6161375,1,,,POINT (107.6161375 16.4874935)
7755013619,16.4868712,107.6151879,3,,,POINT (107.6151879 16.4868712)
7755013622,16.4863333,107.6152791,3,,,POINT (107.6152791 16.4863333)
7755013623,16.4870563,107.6161804,1,,,POINT (107.6161804 16.4870563)
7755013624,16.482016,107.6105833,3,,,POINT (107.6105833 16.482016)
7755013625,16.4824072,107.6105899,3,,,POINT (107.6105899 16.4824072)
7755013626,16.4816926,107.6105778,3,,,POINT (107.6105778 16.4816926)
7755013627,16.4820137,107.6131935,3,,,POINT (107.6131935 16.4820137)
7755013629,16.4820149,107.6118838,3,,,POINT (107.6118838 16.4820149)
7755013630,16.4817087,107.6118162,3,,,POINT (107.6118162 16.4817087)
7755013631,16.4824096,107.6118866,4,,,POINT (107.6118866 16.4824096)
7755013632,16.482412,107.6131986,3,,,POINT (107.6131986 16.482412)
7755013633,16.4817137,107.6131896,3,,,POINT (107.6131896 16.4817137)
7755013634,16.4851002,107.6095333,3,,,POINT (107.6095333 16.4851002)
7755013638,16.4841627,107.6095383,3,,,POINT (107.6095383 16.4841627)
7755013643,16.4828923,107.6095571,3,,,POINT (107.6095571 16.4828923)
