osmid,y,x,street_count,highway,ref,geometry
472107387,16.4643644,107.561935,3,,,POINT (107.561935 16.4643644)
472107392,16.4643464,107.5618854,3,,,POINT (107.5618854 16.4643464)
472107417,16.4864663,107.5636181,3,,,POINT (107.5636181 16.4864663)
472107418,16.4858438,107.5613462,4,,,POINT (107.5613462 16.4858438)
472107419,16.4853475,107.5599837,3,,,POINT (107.5599837 16.4853475)
472107420,16.4850183,107.559804,1,,,POINT (107.559804 16.4850183)
472107422,16.4848528,107.5634212,3,,,POINT (107.5634212 16.4848528)
472107425,16.4847225,107.56199,3,,,POINT (107.56199 16.4847225)
472107426,16.4847585,107.5613811,3,,,POINT (107.5613811 16.4847585)
472107439,16.4866875,107.5628376,1,,,POINT (107.5628376 16.4866875)
472107460,16.4850003,107.5620034,3,,,POINT (107.5620034 16.4850003)
472107483,16.4856072,107.5622207,3,,,POINT (107.5622207 16.4856072)
472107507,16.4869446,107.5633258,3,,,POINT (107.5633258 16.4869446)
472107598,16.4672526,107.5698246,1,,,POINT (107.5698246 16.4672526)
472107599,16.4848058,107.5607146,3,,,POINT (107.5607146 16.4848058)
472107600,16.4674786,107.5696269,3,,,POINT (107.5696269 16.4674786)
472107601,16.4858799,107.5607803,3,,,POINT (107.5607803 16.4858799)
472107602,16.4847183,107.5608272,3,,,POINT (107.5608272 16.4847183)
472107603,16.4848948,107.5608876,3,,,POINT (107.5608876 16.4848948)
472107604,16.4858979,107.5611209,3,,,POINT (107.5611209 16.4858979)
472107609,16.4655007,107.5695438,3,,,POINT (107.5695438 16.4655007)
472107619,16.4656351,107.5697221,4,,,POINT (107.5697221 16.4656351)
472107627,16.4673298,107.568344,3,,,POINT (107.568344 16.4673298)
472107628,16.4675674,107.5686184,3,,,POINT (107.5686184 16.4675674)
472107641,16.4675756,107.5694076,3,,,POINT (107.5694076 16.4675756)
472107644,16.4674316,107.5691596,1,,,POINT (107.5691596 16.4674316)
472107645,16.4674063,107.5695271,4,,,POINT (107.5695271 16.4674063)
472107647,16.4670796,107.5697916,1,,,POINT (107.5697916 16.4670796)
472107688,16.4666221,107.5710512,4,,,POINT (107.5710512 16.4666221)
472107714,16.4663418,107.5712872,3,,,POINT (107.5712872 16.4663418)
472107746,16.4673321,107.5705201,3,,,POINT (107.5705201 16.4673321)
472107775,16.4675116,107.5707706,1,,,POINT (107.5707706 16.4675116)
472107806,16.4671108,107.5685089,3,,,POINT (107.5685089 16.4671108)
472107829,16.4672524,107.5687056,1,,,POINT (107.5687056 16.4672524)
472107830,16.4658453,107.5706032,4,,,POINT (107.5706032 16.4658453)
472107834,16.4667061,107.5719899,1,,,POINT (107.5719899 16.4667061)
472107840,16.4660717,107.5709278,4,,,POINT (107.5709278 16.4660717)
472107841,16.4672874,107.5719282,3,,,POINT (107.5719282 16.4672874)
472107843,16.4671074,107.5716895,3,,,POINT (107.5716895 16.4671074)
472107844,16.4671653,107.5717632,3,,,POINT (107.5717632 16.4671653)
472107845,16.4654081,107.5719846,3,,,POINT (107.5719846 16.4654081)
472107847,16.465228,107.5716091,1,,,POINT (107.5716091 16.465228)
472107848,16.4655727,107.5718612,3,,,POINT (107.5718612 16.4655727)
472107849,16.4654621,107.5719417,3,,,POINT (107.5719417 16.4654621)
472107851,16.4653258,107.5715206,1,,,POINT (107.5715206 16.4653258)
472107853,16.4657836,107.5716922,3,,,POINT (107.5716922 16.4657836)
472107854,16.4656725,107.5664724,3,,,POINT (107.5664724 16.4656725)
472107855,16.4638428,107.5663295,1,,,POINT (107.5663295 16.4638428)
472107856,16.464468,107.5715745,3,,,POINT (107.5715745 16.464468)
472107858,16.465614,107.566338,1,,,POINT (107.566338 16.465614)
472107934,16.4647316,107.5719309,4,,,POINT (107.5719309 16.4647316)
472107984,16.4648693,107.5718266,3,,,POINT (107.5718266 16.4648693)
472108015,16.4649413,107.5719152,1,,,POINT (107.5719152 16.4649413)
472108069,16.4638635,107.5657336,3,,,POINT (107.5657336 16.4638635)
472108153,16.4671502,107.5673897,3,,,POINT (107.5673897 16.4671502)
472108203,16.4663199,107.568027,4,,,POINT (107.568027 16.4663199)
472108227,16.4635572,107.5664663,1,,,POINT (107.5664663 16.4635572)
472108239,16.4645071,107.5651617,3,,,POINT (107.5651617 16.4645071)
472108240,16.464837,107.5660042,4,,,POINT (107.5660042 16.464837)
472108261,16.4647044,107.5660908,3,,,POINT (107.5660908 16.4647044)
472108262,16.4630711,107.5659165,3,,,POINT (107.5659165 16.4630711)
472108263,16.4642763,107.569576,3,,,POINT (107.569576 16.4642763)
472108264,16.463875,107.5698952,3,,,POINT (107.5698952 16.463875)
472108265,16.4637541,107.569989,3,,,POINT (107.569989 16.4637541)
472108267,16.463484,107.5701956,3,,,POINT (107.5701956 16.463484)
472108268,16.4642316,107.5719456,1,,,POINT (107.5719456 16.4642316)
472108286,16.4636858,107.565726,3,,,POINT (107.565726 16.4636858)
472108288,16.4668257,107.5687335,4,,,POINT (107.5687335 16.4668257)
472108289,16.4654081,107.5694124,3,,,POINT (107.5694124 16.4654081)
472108292,16.4642176,107.5712225,3,,,POINT (107.5712225 16.4642176)
472108299,16.4642834,107.5713127,3,,,POINT (107.5713127 16.4642834)
472108304,16.4631574,107.570445,3,,,POINT (107.570445 16.4631574)
472108305,16.4677006,107.5680622,3,,,POINT (107.5680622 16.4677006)
472108309,16.4616435,107.5672576,3,,,POINT (107.5672576 16.4616435)
472108310,16.4612025,107.5691625,1,,,POINT (107.5691625 16.4612025)
472108315,16.4610018,107.5688647,3,,,POINT (107.5688647 16.4610018)
472108316,16.4632376,107.5719076,3,,,POINT (107.5719076 16.4632376)
472108318,16.4628455,107.5688933,3,,,POINT (107.5688933 16.4628455)
472108322,16.4630307,107.5687457,3,,,POINT (107.5687457 16.4630307)
472108323,16.4635632,107.5683139,3,,,POINT (107.5683139 16.4635632)
472108324,16.4636893,107.5682335,4,,,POINT (107.5682335 16.4636893)
472108325,16.4643381,107.5677352,3,,,POINT (107.5677352 16.4643381)
472108326,16.4657624,107.5666939,3,,,POINT (107.5666939 16.4657624)
472108337,16.4659836,107.5665356,3,,,POINT (107.5665356 16.4659836)
472108338,16.4647001,107.5674878,3,,,POINT (107.5674878 16.4647001)
472108339,16.464965,107.5672974,3,,,POINT (107.5672974 16.464965)
472108340,16.465239,107.5676525,1,,,POINT (107.5676525 16.465239)
472108341,16.4659039,107.5670264,1,,,POINT (107.5670264 16.4659039)
472108344,16.4615336,107.569962,3,,,POINT (107.569962 16.4615336)
472108347,16.4620015,107.5695631,4,,,POINT (107.5695631 16.4620015)
472108348,16.4622818,107.5693244,3,,,POINT (107.5693244 16.4622818)
472108349,16.4708626,107.5694316,3,,,POINT (107.5694316 16.4708626)
472108350,16.4708236,107.5694666,1,,,POINT (107.5694666 16.4708236)
472108351,16.4689316,107.5698886,3,,,POINT (107.5698886 16.4689316)
472108354,16.4689501,107.5699758,3,,,POINT (107.5699758 16.4689501)
472108373,16.46933,107.5668748,3,,,POINT (107.5668748 16.46933)
472108374,16.4695157,107.5671441,1,,,POINT (107.5671441 16.4695157)
472108375,16.4649576,107.5678436,1,,,POINT (107.5678436 16.4649576)
472108377,16.4708194,107.5701269,4,,,POINT (107.5701269 16.4708194)
472108378,16.4704556,107.5688236,1,,,POINT (107.5688236 16.4704556)
472108380,16.4702573,107.568928,4,,,POINT (107.568928 16.4702573)
472108381,16.4701184,107.5690124,1,,,POINT (107.5690124 16.4701184)
472108382,16.4706817,107.5690553,1,,,POINT (107.5690553 16.4706817)
472108384,16.4709004,107.5692726,3,,,POINT (107.5692726 16.4709004)
472108386,16.4701724,107.5651067,3,,,POINT (107.5651067 16.4701724)
472108387,16.4691307,107.5658756,3,,,POINT (107.5658756 16.4691307)
472108388,16.4691686,107.5704169,3,,,POINT (107.5704169 16.4691686)
472108389,16.4704257,107.564907,3,,,POINT (107.564907 16.4704257)
472108390,16.4705555,107.564812,3,,,POINT (107.564812 16.4705555)
472108395,16.47107,107.5685815,3,,,POINT (107.5685815 16.47107)
472108396,16.4695562,107.5655737,3,,,POINT (107.5655737 16.4695562)
472108400,16.4703355,107.5667271,3,,,POINT (107.5667271 16.4703355)
472108406,16.4707923,107.5673947,3,,,POINT (107.5673947 16.4707923)
472108429,16.4710109,107.5676549,3,,,POINT (107.5676549 16.4710109)
472108430,16.4701169,107.5663597,3,,,POINT (107.5663597 16.4701169)
472108432,16.471084,107.5655591,4,,,POINT (107.5655591 16.471084)
472108434,16.4702508,107.5650383,3,,,POINT (107.5650383 16.4702508)
472108439,16.4697035,107.5709884,3,,,POINT (107.5709884 16.4697035)
472108459,16.4702951,107.5705212,4,,,POINT (107.5705212 16.4702951)
472108492,16.4697883,107.5698012,3,,,POINT (107.5698012 16.4697883)
472108643,16.4700593,107.5695355,3,,,POINT (107.5695355 16.4700593)
472108675,16.4698304,107.5692404,1,,,POINT (107.5692404 16.4698304)
472108695,16.4691986,107.5680492,3,,,POINT (107.5680492 16.4691986)
472108750,16.4713253,107.5719357,3,,,POINT (107.5719357 16.4713253)
472108770,16.471408,107.5718605,3,,,POINT (107.5718605 16.471408)
472108804,16.4714622,107.5660968,3,,,POINT (107.5660968 16.4714622)
472108856,16.4715316,107.5661934,3,,,POINT (107.5661934 16.4715316)
472108984,16.4706216,107.5692426,1,,,POINT (107.5692426 16.4706216)
472109007,16.4712461,107.5657696,3,,,POINT (107.5657696 16.4712461)
472109098,16.4713207,107.5661907,1,,,POINT (107.5661907 16.4713207)
472109151,16.4716102,107.5650973,3,,,POINT (107.5650973 16.4716102)
472109171,16.4714852,107.567308,4,,,POINT (107.567308 16.4714852)
472109280,16.471282,107.5670264,3,,,POINT (107.5670264 16.471282)
472109443,16.4713361,107.5659252,3,,,POINT (107.5659252 16.4713361)
472109461,16.4715625,107.5662416,3,,,POINT (107.5662416 16.4715625)
472109485,16.4715228,107.5704233,3,,,POINT (107.5704233 16.4715228)
472109553,16.4711332,107.5698734,3,,,POINT (107.5698734 16.4711332)
472109583,16.4713286,107.5697125,3,,,POINT (107.5697125 16.4713286)
472109604,16.4712049,107.5678697,3,,,POINT (107.5678697 16.4712049)
472109633,16.4715599,107.568366,3,,,POINT (107.568366 16.4715599)
472109667,16.4710351,107.5666067,3,,,POINT (107.5666067 16.4710351)
472109717,16.4709361,107.5664605,1,,,POINT (107.5664605 16.4709361)
472109736,16.475664,107.5659538,3,,,POINT (107.5659538 16.475664)
472109771,16.4755208,107.5683461,1,,,POINT (107.5683461 16.4755208)
472109817,16.475906,107.5681664,3,,,POINT (107.5681664 16.475906)
472109843,16.4758076,107.5717579,3,,,POINT (107.5717579 16.4758076)
472109882,16.4759761,107.5716184,3,,,POINT (107.5716184 16.4759761)
472109910,16.4756203,107.5658827,3,,,POINT (107.5658827 16.4756203)
472109937,16.4760205,107.5656367,1,,,POINT (107.5656367 16.4760205)
472109959,16.4712964,107.5688984,3,,,POINT (107.5688984 16.4712964)
472109991,16.4754205,107.5670962,1,,,POINT (107.5670962 16.4754205)
472110009,16.4750599,107.568703,3,,,POINT (107.568703 16.4750599)
472110041,16.4754733,107.5683756,1,,,POINT (107.5683756 16.4754733)
472110065,16.4751328,107.56881,3,,,POINT (107.56881 16.4751328)
472110097,16.4755234,107.5685003,1,,,POINT (107.5685003 16.4755234)
472110158,16.4753215,107.5680095,3,,,POINT (107.5680095 16.4753215)
472110200,16.4756263,107.5677573,4,,,POINT (107.5677573 16.4756263)
472110232,16.4752036,107.5663145,3,,,POINT (107.5663145 16.4752036)
472110266,16.4748868,107.5703712,1,,,POINT (107.5703712 16.4748868)
472110299,16.4751051,107.570551,3,,,POINT (107.570551 16.4751051)
472110357,16.4752626,107.5653669,3,,,POINT (107.5653669 16.4752626)
472110378,16.4748579,107.5684169,3,,,POINT (107.5684169 16.4748579)
472110404,16.4749966,107.566041,3,,,POINT (107.566041 16.4749966)
472110438,16.4754737,107.5656748,3,,,POINT (107.5656748 16.4754737)
472110462,16.4752264,107.567245,3,,,POINT (107.567245 16.4752264)
472110488,16.4745696,107.5654616,4,,,POINT (107.5654616 16.4745696)
472110522,16.4750491,107.5650611,3,,,POINT (107.5650611 16.4750491)
472110545,16.4747857,107.5657446,3,,,POINT (107.5657446 16.4747857)
472110609,16.4750697,107.5713643,3,,,POINT (107.5713643 16.4750697)
472110633,16.4747788,107.571082,3,,,POINT (107.571082 16.4747788)
472110666,16.4749417,107.5693173,1,,,POINT (107.5693173 16.4749417)
472110695,16.4750309,107.5692515,3,,,POINT (107.5692515 16.4750309)
472110788,16.474667,107.5681465,3,,,POINT (107.5681465 16.474667)
472110836,16.4752791,107.5676098,1,,,POINT (107.5676098 16.4752791)
472110864,16.4742155,107.5700453,3,,,POINT (107.5700453 16.4742155)
472110905,16.4748881,107.5695182,1,,,POINT (107.5695182 16.4748881)
472110974,16.4750257,107.5706756,3,,,POINT (107.5706756 16.4750257)
472111011,16.474537,107.5672209,4,,,POINT (107.5672209 16.474537)
472111054,16.4749789,107.5668934,3,,,POINT (107.5668934 16.4749789)
472111084,16.4742721,107.5683716,3,,,POINT (107.5683716 16.4742721)
472111106,16.4746282,107.5680932,3,,,POINT (107.5680932 16.4746282)
472111134,16.4743544,107.5706541,1,,,POINT (107.5706541 16.4743544)
472111164,16.4748019,107.5710511,3,,,POINT (107.5710511 16.4748019)
472111186,16.474492,107.5705267,1,,,POINT (107.5705267 16.474492)
472111230,16.4749138,107.5708835,3,,,POINT (107.5708835 16.4749138)
472111262,16.4749858,107.566655,1,,,POINT (107.566655 16.4749858)
472111308,16.4825323,107.5780085,4,,,POINT (107.5780085 16.4825323)
472111343,16.4827561,107.5783304,3,,,POINT (107.5783304 16.4827561)
472111367,16.4797682,107.57821,1,,,POINT (107.57821 16.4797682)
472111395,16.4799585,107.5784648,3,,,POINT (107.5784648 16.4799585)
472111425,16.4740776,107.5718642,3,,,POINT (107.5718642 16.4740776)
472111485,16.474555,107.5714239,3,,,POINT (107.5714239 16.474555)
472111513,16.4741669,107.5657558,3,,,POINT (107.5657558 16.4741669)
472111599,16.478789,107.5771824,3,,,POINT (107.5771824 16.478789)
472111625,16.4791096,107.5776706,1,,,POINT (107.5776706 16.4791096)
472111652,16.4785542,107.5773678,3,,,POINT (107.5773678 16.4785542)
472111673,16.4788294,107.5777916,1,,,POINT (107.5777916 16.4788294)
472111709,16.482295,107.5777785,3,,,POINT (107.5777785 16.482295)
472111733,16.4796776,107.5776062,4,,,POINT (107.5776062 16.4796776)
472111758,16.4790558,107.5781,1,,,POINT (107.5781 16.4790558)
472111819,16.484258,107.5802886,3,,,POINT (107.5802886 16.484258)
472111842,16.4844589,107.5801261,3,,,POINT (107.5801261 16.4844589)
472111870,16.4826642,107.5757799,3,,,POINT (107.5757799 16.4826642)
472112008,16.4822374,107.5762486,1,,,POINT (107.5762486 16.4822374)
472112030,16.4833025,107.5806373,4,,,POINT (107.5806373 16.4833025)
472112251,16.4835096,107.5805396,1,,,POINT (107.5805396 16.4835096)
472112295,16.4835202,107.5840851,3,,,POINT (107.5840851 16.4835202)
472112405,16.4837619,107.5803783,1,,,POINT (107.5803783 16.4837619)
472112438,16.4839214,107.5802388,3,,,POINT (107.5802388 16.4839214)
472112457,16.4834388,107.5808733,3,,,POINT (107.5808733 16.4834388)
472112484,16.4840239,107.5804468,4,,,POINT (107.5804468 16.4840239)
472112504,16.4831318,107.5827064,3,,,POINT (107.5827064 16.4831318)
472112533,16.483389,107.5831007,1,,,POINT (107.5831007 16.483389)
472112585,16.4830308,107.5840205,3,,,POINT (107.5840205 16.4830308)
472112615,16.4833556,107.5840636,3,,,POINT (107.5840636 16.4833556)
472112775,16.4832966,107.5805096,3,,,POINT (107.5805096 16.4832966)
472112805,16.4833566,107.5804796,1,,,POINT (107.5804796 16.4833566)
472112826,16.4826621,107.5810812,1,,,POINT (107.5810812 16.4826621)
472112855,16.4828473,107.580939,3,,,POINT (107.580939 16.4828473)
472112875,16.4825653,107.5839709,3,,,POINT (107.5839709 16.4825653)
472112900,16.4829086,107.5840057,3,,,POINT (107.5840057 16.4829086)
472112929,16.4829862,107.5811496,3,,,POINT (107.5811496 16.4829862)
472112947,16.4832456,107.5810246,3,,,POINT (107.5810246 16.4832456)
472112979,16.4840809,107.5799035,1,,,POINT (107.5799035 16.4840809)
472113026,16.4838005,107.5800644,1,,,POINT (107.5800644 16.4838005)
472113083,16.4818484,107.5833904,3,,,POINT (107.5833904 16.4818484)
472113123,16.481977,107.5832938,3,,,POINT (107.5832938 16.481977)
472113159,16.4819075,107.5825508,3,,,POINT (107.5825508 16.4819075)
472113188,16.4822831,107.5822692,3,,,POINT (107.5822692 16.4822831)
472113196,16.4820592,107.5839752,3,,,POINT (107.5839752 16.4820592)
472113197,16.4823396,107.5830176,3,,,POINT (107.5830176 16.4823396)
472113198,16.4824862,107.5829049,3,,,POINT (107.5829049 16.4824862)
472113199,16.480979,107.5840395,3,,,POINT (107.5840395 16.480979)
472113200,16.481226,107.5838571,3,,,POINT (107.5838571 16.481226)
472113203,16.4817017,107.5842474,3,,,POINT (107.5842474 16.4817017)
472113204,16.4817815,107.5842474,1,,,POINT (107.5842474 16.4817815)
472113205,16.4816323,107.5835567,3,,,POINT (107.5835567 16.4816323)
472113213,16.4795027,107.5803597,3,,,POINT (107.5803597 16.4795027)
472113218,16.4796825,107.5802079,1,,,POINT (107.5802079 16.4796825)
472113219,16.4801841,107.580055,3,,,POINT (107.580055 16.4801841)
472113220,16.4802506,107.5800116,1,,,POINT (107.5800116 16.4802506)
472113221,16.4802272,107.5827044,3,,,POINT (107.5827044 16.4802272)
472113222,16.4803764,107.5825783,1,,,POINT (107.5825783 16.4803764)
472113224,16.4801582,107.5839136,3,,,POINT (107.5839136 16.4801582)
472113232,16.4798705,107.583495,3,,,POINT (107.583495 16.4798705)
472113242,16.4826431,107.5845518,1,,,POINT (107.5845518 16.4826431)
472113246,16.4829878,107.5842809,3,,,POINT (107.5842809 16.4829878)
472113325,16.4810356,107.5832187,3,,,POINT (107.5832187 16.4810356)
472113427,16.4804536,107.5830558,3,,,POINT (107.5830558 16.4804536)
472113438,16.4828926,107.5828915,3,,,POINT (107.5828915 16.4828926)
472113441,16.4829852,107.5830229,1,,,POINT (107.5830229 16.4829852)
472113442,16.4825286,107.5833156,1,,,POINT (107.5833156 16.4825286)
472113449,16.4816266,107.5821306,1,,,POINT (107.5821306 16.4816266)
472113450,16.4784562,107.5824317,1,,,POINT (107.5824317 16.4784562)
472113455,16.4785981,107.5827111,3,,,POINT (107.5827111 16.4785981)
472113456,16.4782373,107.5827293,1,,,POINT (107.5827293 16.4782373)
472113457,16.4783458,107.5829178,3,,,POINT (107.5829178 16.4783458)
472113462,16.4827984,107.5808157,3,,,POINT (107.5808157 16.4827984)
472113463,16.4832347,107.5815182,3,,,POINT (107.5815182 16.4832347)
472113464,16.4794691,107.5816956,1,,,POINT (107.5816956 16.4794691)
472113470,16.479624,107.5819288,3,,,POINT (107.5819288 16.479624)
472113488,16.4818767,107.5816469,1,,,POINT (107.5816469 16.4818767)
472113489,16.4833396,107.5843836,1,,,POINT (107.5843836 16.4833396)
472113525,16.4835896,107.5820761,3,,,POINT (107.5820761 16.4835896)
472113556,16.4783239,107.5818163,4,,,POINT (107.5818163 16.4783239)
472113557,16.4797578,107.5807171,4,,,POINT (107.5807171 16.4797578)
472113560,16.480043,107.5804984,3,,,POINT (107.5804984 16.480043)
472113561,16.479752,107.5801087,1,,,POINT (107.5801087 16.479752)
472113562,16.4803075,107.5802957,3,,,POINT (107.5802957 16.4803075)
472113563,16.4800092,107.5798056,3,,,POINT (107.5798056 16.4800092)
472113565,16.4813166,107.584227,3,,,POINT (107.584227 16.4813166)
472113566,16.4817121,107.5841696,3,,,POINT (107.5841696 16.4817121)
472113568,16.4835722,107.5785694,1,,,POINT (107.5785694 16.4835722)
472113569,16.4836674,107.5787303,3,,,POINT (107.5787303 16.4836674)
472113602,16.4793302,107.5801274,3,,,POINT (107.5801274 16.4793302)
472113603,16.4792659,107.5800362,3,,,POINT (107.5800362 16.4792659)
472113604,16.4790292,107.5797305,3,,,POINT (107.5797305 16.4790292)
472113623,16.4787649,107.5793643,4,,,POINT (107.5793643 16.4787649)
472113631,16.4783348,107.5793871,1,,,POINT (107.5793871 16.4783348)
472113643,16.4784711,107.5796044,3,,,POINT (107.5796044 16.4784711)
472113654,16.4837625,107.5786552,3,,,POINT (107.5786552 16.4837625)
472113666,16.483351,107.5789878,3,,,POINT (107.5789878 16.483351)
472113670,16.483567,107.5793338,1,,,POINT (107.5793338 16.483567)
472113713,16.4821216,107.5768126,3,,,POINT (107.5768126 16.4821216)
472113721,16.4822983,107.5793523,4,,,POINT (107.5793523 16.4822983)
472113746,16.4819422,107.5796621,3,,,POINT (107.5796621 16.4819422)
472113775,16.4820243,107.5792692,1,,,POINT (107.5792692 16.4820243)
472113788,16.4821697,107.5794689,3,,,POINT (107.5794689 16.4821697)
472113807,16.4822578,107.5802022,1,,,POINT (107.5802022 16.4822578)
472113812,16.4844769,107.5814055,3,,,POINT (107.5814055 16.4844769)
472113817,16.4843355,107.5815155,3,,,POINT (107.5815155 16.4843355)
472113825,16.4784454,107.5800497,1,,,POINT (107.5800497 16.4784454)
472113833,16.4782499,107.5797734,3,,,POINT (107.5797734 16.4782499)
472113842,16.4818152,107.5839498,3,,,POINT (107.5839498 16.4818152)
472113851,16.4820666,107.5836716,1,,,POINT (107.5836716 16.4820666)
472113874,16.4822216,107.5836276,1,,,POINT (107.5836276 16.4822216)
472113883,16.4837902,107.582634,1,,,POINT (107.582634 16.4837902)
472113887,16.4835999,107.5827574,3,,,POINT (107.5827574 16.4835999)
472113975,16.4831767,107.5791562,3,,,POINT (107.5791562 16.4831767)
472113980,16.4804524,107.575855,3,,,POINT (107.575855 16.4804524)
472113981,16.4807849,107.5763456,1,,,POINT (107.5763456 16.4807849)
472113987,16.4803518,107.5789849,3,,,POINT (107.5789849 16.4803518)
472114020,16.4800203,107.5791863,1,,,POINT (107.5791863 16.4800203)
472114021,16.479734,107.5799906,1,,,POINT (107.5799906 16.479734)
472114022,16.4842267,107.5807596,3,,,POINT (107.5807596 16.4842267)
472114023,16.4832012,107.5823685,3,,,POINT (107.5823685 16.4832012)
472114024,16.4827537,107.5827037,3,,,POINT (107.5827037 16.4827537)
472114026,16.4796877,107.5798834,1,,,POINT (107.5798834 16.4796877)
472114028,16.4826546,107.5831586,3,,,POINT (107.5831586 16.4826546)
472114029,16.4828036,107.5832776,1,,,POINT (107.5832776 16.4828036)
472114036,16.4788269,107.5825325,3,,,POINT (107.5825325 16.4788269)
472114067,16.4809351,107.5812271,3,,,POINT (107.5812271 16.4809351)
472114109,16.4842646,107.5761539,1,,,POINT (107.5761539 16.4842646)
472114155,16.4844935,107.5759715,3,,,POINT (107.5759715 16.4844935)
472114190,16.4846981,107.5822343,1,,,POINT (107.5822343 16.4846981)
472114224,16.4833067,107.582516,3,,,POINT (107.582516 16.4833067)
472114346,16.4812246,107.5814406,1,,,POINT (107.5814406 16.4812246)
472114577,16.4823801,107.5753642,3,,,POINT (107.5753642 16.4823801)
472114625,16.4810233,107.5754178,3,,,POINT (107.5754178 16.4810233)
472114696,16.4847521,107.5797453,3,,,POINT (107.5797453 16.4847521)
472114778,16.4780919,107.5754143,3,,,POINT (107.5754143 16.4780919)
472114820,16.484549,107.5820278,3,,,POINT (107.5820278 16.484549)
472114842,16.4846081,107.5800081,3,,,POINT (107.5800081 16.4846081)
472114859,16.484531,107.5798499,1,,,POINT (107.5798499 16.484531)
472114929,16.4844256,107.5821806,1,,,POINT (107.5821806 16.4844256)
472114963,16.4845798,107.5813278,3,,,POINT (107.5813278 16.4845798)
472115109,16.4837165,107.5753728,3,,,POINT (107.5753728 16.4837165)
472115205,16.4842043,107.5749903,4,,,POINT (107.5749903 16.4842043)
472115336,16.48144,107.5751067,3,,,POINT (107.5751067 16.48144)
472115434,16.4811622,107.5749082,1,,,POINT (107.5749082 16.4811622)
472115467,16.4813551,107.5751791,3,,,POINT (107.5751791 16.4813551)
472115505,16.4811237,107.5753481,3,,,POINT (107.5753481 16.4811237)
472115532,16.4808613,107.5749243,3,,,POINT (107.5749243 16.4808613)
472115558,16.4822554,107.5751912,3,,,POINT (107.5751912 16.4822554)
472115602,16.4819428,107.5747533,4,,,POINT (107.5747533 16.4819428)
472115632,16.4807199,107.5730709,3,,,POINT (107.5730709 16.4807199)
472115633,16.4804832,107.572741,3,,,POINT (107.572741 16.4804832)
472115634,16.4812891,107.5724367,3,,,POINT (107.5724367 16.4812891)
472115635,16.4827816,107.5730206,3,,,POINT (107.5730206 16.4827816)
472115659,16.4834659,107.5729245,3,,,POINT (107.5729245 16.4834659)
472115671,16.4831808,107.5725372,1,,,POINT (107.5725372 16.4831808)
472115675,16.4802415,107.5736529,3,,,POINT (107.5736529 16.4802415)
472115676,16.480082,107.573382,1,,,POINT (107.573382 16.480082)
472115678,16.4804035,107.5735912,3,,,POINT (107.5735912 16.4804035)
472115682,16.480226,107.5732157,1,,,POINT (107.5732157 16.480226)
472115711,16.4816633,107.5729436,3,,,POINT (107.5729436 16.4816633)
472115731,16.4791758,107.5731054,3,,,POINT (107.5731054 16.4791758)
472115772,16.4789135,107.572577,4,,,POINT (107.572577 16.4789135)
472115778,16.4798196,107.5722206,1,,,POINT (107.5722206 16.4798196)
472115780,16.4836736,107.5742286,4,,,POINT (107.5742286 16.4836736)
472115783,16.4833042,107.5745234,3,,,POINT (107.5745234 16.4833042)
472115790,16.4838899,107.5745391,3,,,POINT (107.5745391 16.4838899)
472115795,16.4838469,107.5736088,1,,,POINT (107.5736088 16.4838469)
472115796,16.4799585,107.5725532,3,,,POINT (107.5725532 16.4799585)
472115797,16.4792307,107.5727678,1,,,POINT (107.5727678 16.4792307)
472115801,16.4791458,107.5725479,3,,,POINT (107.5725479 16.4791458)
472115802,16.4826067,107.572747,3,,,POINT (107.572747 16.4826067)
472115803,16.4824323,107.5724863,4,,,POINT (107.5724863 16.4824323)
472115804,16.4839174,107.5725765,3,,,POINT (107.5725765 16.4839174)
472115809,16.4837402,107.5723173,1,,,POINT (107.5723173 16.4837402)
472115811,16.4798557,107.5723789,3,,,POINT (107.5723789 16.4798557)
472115813,16.4834187,107.5721591,3,,,POINT (107.5721591 16.4834187)
472115846,16.4839754,107.5728602,1,,,POINT (107.5728602 16.4839754)
472115847,16.4827996,107.5723527,1,,,POINT (107.5723527 16.4827996)
472115848,16.4823117,107.5738052,3,,,POINT (107.5738052 16.4823117)
472115850,16.4819758,107.5727223,3,,,POINT (107.5727223 16.4819758)
472115856,16.4845383,107.5740515,3,,,POINT (107.5740515 16.4845383)
472115876,16.4841548,107.5743425,3,,,POINT (107.5743425 16.4841548)
472115877,16.4838371,107.5726379,3,,,POINT (107.5726379 16.4838371)
472115878,16.4837689,107.5726901,3,,,POINT (107.5726901 16.4837689)
472115881,16.4792281,107.574074,4,,,POINT (107.574074 16.4792281)
472115883,16.4787077,107.5734917,3,,,POINT (107.5734917 16.4787077)
472115893,16.4794184,107.5736181,1,,,POINT (107.5736181 16.4794184)
472115895,16.4818588,107.5725359,1,,,POINT (107.5725359 16.4818588)
472115897,16.4802183,107.5723574,3,,,POINT (107.5723574 16.4802183)
472115899,16.4796465,107.5727594,4,,,POINT (107.5727594 16.4796465)
472115906,16.4793953,107.5725076,3,,,POINT (107.5725076 16.4793953)
472115918,16.4802312,107.5729582,1,,,POINT (107.5729582 16.4802312)
472115930,16.4805269,107.573213,1,,,POINT (107.573213 16.4805269)
472115934,16.4808973,107.5733177,3,,,POINT (107.5733177 16.4808973)
472115938,16.4811597,107.5743047,3,,,POINT (107.5743047 16.4811597)
