osmid,y,x,street_count,ref,highway,geometry
420510938,16.3608423,107.7342664,3,,,POINT (107.7342664 16.3608423)
420511052,16.3267453,107.7610638,3,,,POINT (107.7610638 16.3267453)
619882762,16.3416612,107.4416699,3,,,POINT (107.4416699 16.3416612)
619882796,16.3518538,107.44726,3,,,POINT (107.44726 16.3518538)
619882820,16.3539342,107.4476358,3,,,POINT (107.4476358 16.3539342)
619882907,16.3501257,107.4975107,3,,,POINT (107.4975107 16.3501257)
619882959,16.3577111,107.5234887,3,,,POINT (107.5234887 16.3577111)
619882979,16.3627331,107.5341047,3,,,POINT (107.5341047 16.3627331)
1025708135,16.3424076,107.740958,3,,,POINT (107.740958 16.3424076)
1616384353,16.143569,107.7547419,3,,,POINT (107.7547419 16.143569)
1616384377,16.1447972,107.7514977,3,,,POINT (107.7514977 16.1447972)
1616384644,16.1458441,107.7428844,3,,,POINT (107.7428844 16.1458441)
1616384767,16.1514778,107.7296645,3,,,POINT (107.7296645 16.1514778)
1616384859,16.1571865,107.7281788,3,,,POINT (107.7281788 16.1571865)
1616384879,16.1594917,107.7267061,3,,,POINT (107.7267061 16.1594917)
1616384882,16.1595624,107.7265762,3,,,POINT (107.7265762 16.1595624)
1616384890,16.1599021,107.7260761,3,,,POINT (107.7260761 16.1599021)
1616384937,16.1614186,107.7256945,3,,,POINT (107.7256945 16.1614186)
1616385000,16.1674935,107.7248386,3,,,POINT (107.7248386 16.1674935)
1616385007,16.1679523,107.7188473,5,,,POINT (107.7188473 16.1679523)
1616664731,16.113004,107.675191,1,,,POINT (107.675191 16.113004)
1616664871,16.1175473,107.6535314,4,,,POINT (107.6535314 16.1175473)
1616664959,16.1204537,107.656213,3,,,POINT (107.656213 16.1204537)
1616664961,16.1207646,107.6568409,3,,,POINT (107.6568409 16.1207646)
1616664984,16.1216107,107.6834665,3,,,POINT (107.6834665 16.1216107)
1616665004,16.1225024,107.6603156,3,,,POINT (107.6603156 16.1225024)
1616665033,16.1240939,107.6630869,3,,,POINT (107.6630869 16.1240939)
1616665039,16.1245921,107.6849578,3,,,POINT (107.6849578 16.1245921)
1616665054,16.1252461,107.6701281,3,,,POINT (107.6701281 16.1252461)
1616665163,16.1268607,107.6669656,4,,,POINT (107.6669656 16.1268607)
1616665165,16.1271103,107.6847625,3,,,POINT (107.6847625 16.1271103)
1616665166,16.1271183,107.6756958,3,,,POINT (107.6756958 16.1271183)
1616665192,16.1284411,107.6807179,3,,,POINT (107.6807179 16.1284411)
1616665204,16.1288375,107.6851259,3,,,POINT (107.6851259 16.1288375)
1616665208,16.1288867,107.6829398,3,,,POINT (107.6829398 16.1288867)
1616665259,16.1298251,107.677236,3,,,POINT (107.677236 16.1298251)
1616665280,16.1306161,107.6854247,3,,,POINT (107.6854247 16.1306161)
1616665643,16.151402,107.6996397,3,,,POINT (107.6996397 16.151402)
1616665653,16.1523398,107.7061236,3,,,POINT (107.7061236 16.1523398)
1616665663,16.1581831,107.7115905,3,,,POINT (107.7115905 16.1581831)
1616665664,16.1585094,107.7120574,3,,,POINT (107.7120574 16.1585094)
1616665667,16.1593239,107.7130484,3,,,POINT (107.7130484 16.1593239)
1616665668,16.1599503,107.7136164,3,,,POINT (107.7136164 16.1599503)
1616665673,16.1613902,107.7154264,3,,,POINT (107.7154264 16.1613902)
1616665677,16.1615178,107.7175851,3,,,POINT (107.7175851 16.1615178)
1616665681,16.1631774,107.719583,5,,,POINT (107.719583 16.1631774)
1616665689,16.1685435,107.7188211,3,,,POINT (107.7188211 16.1685435)
1616665696,16.1804078,107.721826,3,,,POINT (107.721826 16.1804078)
1616665778,16.2040314,107.723349,3,,,POINT (107.723349 16.2040314)
1616666054,16.2351345,107.708326,3,,,POINT (107.708326 16.2351345)
1616666246,16.2667072,107.7051413,3,,,POINT (107.7051413 16.2667072)
1616666262,16.2679127,107.7098893,3,,,POINT (107.7098893 16.2679127)
1616666279,16.2723297,107.7070831,3,,,POINT (107.7070831 16.2723297)
1616666327,16.2859096,107.7100882,3,,,POINT (107.7100882 16.2859096)
1616666394,16.3183167,107.7379752,3,,,POINT (107.7379752 16.3183167)
1616666410,16.3196868,107.7398701,4,,,POINT (107.7398701 16.3196868)
1617323287,16.1040484,107.3819082,3,,,POINT (107.3819082 16.1040484)
1617323642,16.114388,107.4090193,3,,,POINT (107.4090193 16.114388)
1617323693,16.1146418,107.3935156,3,,,POINT (107.3935156 16.1146418)
1617323925,16.1194154,107.4007555,3,,,POINT (107.4007555 16.1194154)
1617925167,16.2900768,107.6656018,4,,,POINT (107.6656018 16.2900768)
1617926469,16.3248568,107.6837491,3,,,POINT (107.6837491 16.3248568)
1617926477,16.3247455,107.6244558,3,,,POINT (107.6244558 16.3247455)
1617926533,16.3251579,107.6930173,3,,,POINT (107.6930173 16.3251579)
1617926641,16.3258036,107.6793964,3,,,POINT (107.6793964 16.3258036)
1617926788,16.3274995,107.6236604,3,,,POINT (107.6236604 16.3274995)
1617926971,16.33101,107.6698699,3,,,POINT (107.6698699 16.33101)
1617927134,16.3341757,107.6296946,3,,,POINT (107.6296946 16.3341757)
1617927438,16.3434458,107.6338466,3,,,POINT (107.6338466 16.3434458)
1617927757,16.348687,107.6734133,3,,,POINT (107.6734133 16.348687)
1617928150,16.3615806,107.6704161,3,,,POINT (107.6704161 16.3615806)
1617928323,16.3689993,107.6723679,3,,,POINT (107.6723679 16.3689993)
1617928356,16.3723392,107.6306919,3,,,POINT (107.6306919 16.3723392)
1617928357,16.3724146,107.6720637,3,,,POINT (107.6720637 16.3724146)
1617928372,16.3738253,107.6791471,3,,,POINT (107.6791471 16.3738253)
1617928402,16.3755913,107.6308249,3,,,POINT (107.6308249 16.3755913)
1617928506,16.3856537,107.6308598,3,,,POINT (107.6308598 16.3856537)
1617928518,16.3872249,107.6857779,3,,,POINT (107.6857779 16.3872249)
2119812196,16.0994697,107.3861841,3,,,POINT (107.3861841 16.0994697)
2119812500,16.1087141,107.3952908,3,,,POINT (107.3952908 16.1087141)
2119812568,16.1096158,107.3899182,3,,,POINT (107.3899182 16.1096158)
2119812577,16.1097912,107.4093204,1,,,POINT (107.4093204 16.1097912)
2119812706,16.1105016,107.3947889,3,,,POINT (107.3947889 16.1105016)
2119812882,16.1112144,107.3963301,3,,,POINT (107.3963301 16.1112144)
2119812898,16.1115512,107.3969798,3,,,POINT (107.3969798 16.1115512)
2119813056,16.1128165,107.4039987,3,,,POINT (107.4039987 16.1128165)
2119813073,16.1128936,107.4079872,3,,,POINT (107.4079872 16.1128936)
2119813114,16.1130942,107.402769,3,,,POINT (107.402769 16.1130942)
2119813134,16.1133344,107.397841,3,,,POINT (107.397841 16.1133344)
2119813201,16.1135535,107.4063806,3,,,POINT (107.4063806 16.1135535)
2119813224,16.113883,107.4052504,1,,,POINT (107.4052504 16.113883)
2119813294,16.1142993,107.4051241,3,,,POINT (107.4051241 16.1142993)
2119813376,16.1147469,107.4030233,3,,,POINT (107.4030233 16.1147469)
2119813407,16.1154806,107.402218,3,,,POINT (107.402218 16.1154806)
2120414987,16.3051716,107.387192,3,,,POINT (107.387192 16.3051716)
2120414993,16.3088927,107.3905353,3,,,POINT (107.3905353 16.3088927)
2120415081,16.3519334,107.5057099,3,,,POINT (107.5057099 16.3519334)
2120415132,16.3567477,107.5196293,3,,,POINT (107.5196293 16.3567477)
2120415144,16.3739939,107.5581212,3,,,POINT (107.5581212 16.3739939)
2120415145,16.3741755,107.5593586,3,,,POINT (107.5593586 16.3741755)
2120415146,16.3753638,107.5633569,3,,,POINT (107.5633569 16.3753638)
2233776034,16.364993,107.7306584,3,,,POINT (107.7306584 16.364993)
2233782560,16.3546586,107.7372044,3,,,POINT (107.7372044 16.3546586)
2234163364,16.3354156,107.7461979,4,,,POINT (107.7461979 16.3354156)
2234167910,16.3258221,107.7643561,3,,,POINT (107.7643561 16.3258221)
2491266060,16.3533019,107.5033615,3,,,POINT (107.5033615 16.3533019)
2491266097,16.3764074,107.493143,3,,,POINT (107.493143 16.3764074)
2491266109,16.3795736,107.4903913,3,,,POINT (107.4903913 16.3795736)
2503828353,16.3613714,107.5062559,3,,,POINT (107.5062559 16.3613714)
2503828393,16.3634071,107.5351411,4,,,POINT (107.5351411 16.3634071)
2503828461,16.3652667,107.5338047,3,,,POINT (107.5338047 16.3652667)
2503828470,16.3655681,107.4970557,3,,,POINT (107.4970557 16.3655681)
2503852480,16.3520431,107.4881877,3,,,POINT (107.4881877 16.3520431)
2503852492,16.3561222,107.4877453,3,,,POINT (107.4877453 16.3561222)
2503852503,16.359563,107.4870849,3,,,POINT (107.4870849 16.359563)
2503852517,16.3612804,107.4862859,1,,,POINT (107.4862859 16.3612804)
2617158588,16.1674345,107.7188917,3,,,POINT (107.7188917 16.1674345)
2617158602,16.1905006,107.7285654,3,,,POINT (107.7285654 16.1905006)
2617308127,16.1507599,107.6960697,3,,,POINT (107.6960697 16.1507599)
2617308144,16.1665704,107.7145209,1,,,POINT (107.7145209 16.1665704)
2617308147,16.1668065,107.7175802,3,,,POINT (107.7175802 16.1668065)
2617308148,16.1667737,107.7152724,4,,,POINT (107.7152724 16.1667737)
2617308158,16.1671546,107.7163253,3,,,POINT (107.7163253 16.1671546)
2617308167,16.1674983,107.7173103,3,,,POINT (107.7173103 16.1674983)
2617308168,16.1675111,107.7173491,3,,,POINT (107.7173491 16.1675111)
2617308174,16.1684491,107.7234189,3,,,POINT (107.7234189 16.1684491)
2617308179,16.1693599,107.7170056,3,,,POINT (107.7170056 16.1693599)
2617308188,16.1711193,107.7177757,3,,,POINT (107.7177757 16.1711193)
2617308189,16.1718334,107.7192179,4,,,POINT (107.7192179 16.1718334)
2617308191,16.1721885,107.7182411,4,,,POINT (107.7182411 16.1721885)
2617308193,16.1727437,107.7184156,3,,,POINT (107.7184156 16.1727437)
2617308199,16.1743,107.7198331,3,,,POINT (107.7198331 16.1743)
2617308200,16.1744611,107.7194125,4,,,POINT (107.7194125 16.1744611)
2617308202,16.1747188,107.7185761,3,,,POINT (107.7185761 16.1747188)
2617308207,16.1751411,107.718332,3,,,POINT (107.718332 16.1751411)
2617308211,16.1770767,107.7207044,3,,,POINT (107.7207044 16.1770767)
2617308212,16.1771336,107.7213133,3,,,POINT (107.7213133 16.1771336)
2617308213,16.1772604,107.720121,4,,,POINT (107.720121 16.1772604)
2617308214,16.1773122,107.7208088,3,,,POINT (107.7208088 16.1773122)
2617308216,16.1774829,107.7191839,3,,,POINT (107.7191839 16.1774829)
2617308218,16.1779439,107.72163,4,,,POINT (107.72163 16.1779439)
2617308220,16.1781258,107.7210876,3,,,POINT (107.7210876 16.1781258)
2617308223,16.1784084,107.7222529,3,,,POINT (107.7222529 16.1784084)
2617308225,16.1785166,107.7218667,3,,,POINT (107.7218667 16.1785166)
2617308228,16.1789552,107.7213592,3,,,POINT (107.7213592 16.1789552)
2617308230,16.179158,107.7207629,4,,,POINT (107.7207629 16.179158)
2617308233,16.1792594,107.7220926,4,,,POINT (107.7220926 16.1792594)
2617308235,16.1793648,107.7214983,3,,,POINT (107.7214983 16.1793648)
2617308236,16.1794742,107.7199025,4,,,POINT (107.7199025 16.1794742)
2617308240,16.180449,107.7169923,3,,,POINT (107.7169923 16.180449)
2617441132,16.1473405,107.7304587,3,,,POINT (107.7304587 16.1473405)
2617441161,16.1493156,107.7278921,3,,,POINT (107.7278921 16.1493156)
2617441199,16.1519144,107.7241266,3,,,POINT (107.7241266 16.1519144)
2617441217,16.1527551,107.7234245,3,,,POINT (107.7234245 16.1527551)
2617441222,16.1529211,107.7233396,3,,,POINT (107.7233396 16.1529211)
2617441249,16.1537775,107.7230095,3,,,POINT (107.7230095 16.1537775)
2617441276,16.1576655,107.716923,3,,,POINT (107.716923 16.1576655)
2617441283,16.1580965,107.7175435,3,,,POINT (107.7175435 16.1580965)
2617441290,16.1581578,107.727834,3,,,POINT (107.727834 16.1581578)
2617441293,16.1583294,107.7178928,3,,,POINT (107.7178928 16.1583294)
2617441321,16.1594049,107.7147595,3,,,POINT (107.7147595 16.1594049)
2617441327,16.1596635,107.7226897,3,,,POINT (107.7226897 16.1596635)
2617441341,16.1600145,107.7196696,3,,,POINT (107.7196696 16.1600145)
2617441346,16.1601346,107.7273509,3,,,POINT (107.7273509 16.1601346)
2617441348,16.1601998,107.7138553,3,,,POINT (107.7138553 16.1601998)
2617441359,16.1604303,107.7270074,3,,,POINT (107.7270074 16.1604303)
2617441365,16.160549,107.7258928,3,,,POINT (107.7258928 16.160549)
2617441368,16.1605591,107.7265452,3,,,POINT (107.7265452 16.1605591)
2617441386,16.1607632,107.7289409,3,,,POINT (107.7289409 16.1607632)
2617441397,16.1608589,107.7295236,3,,,POINT (107.7295236 16.1608589)
2617441401,16.16097,107.731175,3,,,POINT (107.731175 16.16097)
2617441416,16.1614385,107.7158738,4,,,POINT (107.7158738 16.1614385)
2617441423,16.1615433,107.7271884,3,,,POINT (107.7271884 16.1615433)
2617441434,16.1616435,107.721875,3,,,POINT (107.721875 16.1616435)
2617441435,16.161652,107.7272809,3,,,POINT (107.7272809 16.161652)
2617441456,16.161845,107.7228635,3,,,POINT (107.7228635 16.161845)
2617441460,16.1619362,107.7283731,4,,,POINT (107.7283731 16.1619362)
2617441463,16.1619629,107.7213946,3,,,POINT (107.7213946 16.1619629)
2617441492,16.1625307,107.7189425,3,,,POINT (107.7189425 16.1625307)
2617441497,16.1627141,107.7262126,3,,,POINT (107.7262126 16.1627141)
2617441498,16.1627158,107.7257325,3,,,POINT (107.7257325 16.1627158)
2617441507,16.1628507,107.7214889,3,,,POINT (107.7214889 16.1628507)
2617441508,16.1628496,107.7269042,3,,,POINT (107.7269042 16.1628496)
2617441509,16.1628753,107.7294308,1,,,POINT (107.7294308 16.1628753)
2617441512,16.1629148,107.7229601,3,,,POINT (107.7229601 16.1629148)
2617441518,16.1629861,107.719876,3,,,POINT (107.719876 16.1629861)
2617441522,16.1630688,107.7277525,3,,,POINT (107.7277525 16.1630688)
2617441529,16.163153,107.7170857,1,,,POINT (107.7170857 16.163153)
2617441540,16.1634883,107.7176901,3,,,POINT (107.7176901 16.1634883)
2617441542,16.1635783,107.7215435,3,,,POINT (107.7215435 16.1635783)
2617441552,16.1637615,107.725982,3,,,POINT (107.725982 16.1637615)
2617441557,16.1638722,107.7238716,3,,,POINT (107.7238716 16.1638722)
2617441560,16.1639182,107.7274268,3,,,POINT (107.7274268 16.1639182)
2617441561,16.1640601,107.7165096,1,,,POINT (107.7165096 16.1640601)
2617441563,16.1639557,107.7274201,3,,,POINT (107.7274201 16.1639557)
2617441564,16.1639746,107.7229648,3,,,POINT (107.7229648 16.1639746)
2617441567,16.164014,107.719538,3,,,POINT (107.719538 16.164014)
2617441568,16.1640094,107.7227083,3,,,POINT (107.7227083 16.1640094)
2617441583,16.1642625,107.7284845,3,,,POINT (107.7284845 16.1642625)
2617441584,16.1642685,107.7215862,3,,,POINT (107.7215862 16.1642685)
2617441585,16.1643088,107.7173004,3,,,POINT (107.7173004 16.1643088)
2617441586,16.1643302,107.7213664,3,,,POINT (107.7213664 16.1643302)
2617441587,16.1643455,107.7273169,3,,,POINT (107.7273169 16.1643455)
2617441593,16.1644865,107.7277583,3,,,POINT (107.7277583 16.1644865)
2617441596,16.1645442,107.720613,3,,,POINT (107.720613 16.1645442)
2617441603,16.1646517,107.7261426,3,,,POINT (107.7261426 16.1646517)
2617441605,16.1646543,107.7194195,4,,,POINT (107.7194195 16.1646543)
2617441624,16.1649298,107.7205872,3,,,POINT (107.7205872 16.1649298)
2617441625,16.1649419,107.7212832,4,,,POINT (107.7212832 16.1649419)
2617441632,16.1649836,107.7192591,3,,,POINT (107.7192591 16.1649836)
2617441633,16.1650366,107.7269923,3,,,POINT (107.7269923 16.1650366)
2617441634,16.1650765,107.7269691,3,,,POINT (107.7269691 16.1650765)
2617441635,16.165081,107.7224647,4,,,POINT (107.7224647 16.165081)
2617441643,16.1653649,107.7233661,3,,,POINT (107.7233661 16.1653649)
2617441645,16.1654599,107.7192205,4,,,POINT (107.7192205 16.1654599)
2617441646,16.1654744,107.7257702,3,,,POINT (107.7257702 16.1654744)
2617441647,16.1655056,107.7194265,3,,,POINT (107.7194265 16.1655056)
2617441652,16.1655589,107.7191783,3,,,POINT (107.7191783 16.1655589)
2617441655,16.1656073,107.7205051,3,,,POINT (107.7205051 16.1656073)
2617441657,16.1656404,107.7211579,3,,,POINT (107.7211579 16.1656404)
2617441664,16.1656948,107.7222776,3,,,POINT (107.7222776 16.1656948)
2617441667,16.1657614,107.7265799,3,,,POINT (107.7265799 16.1657614)
2617441671,16.1659453,107.7230207,3,,,POINT (107.7230207 16.1659453)
2617441673,16.166109,107.7255107,3,,,POINT (107.7255107 16.166109)
2617441682,16.1662606,107.7263928,4,,,POINT (107.7263928 16.1662606)
2617441683,16.1666451,107.7252898,3,,,POINT (107.7252898 16.1666451)
2617441695,16.1670049,107.726207,3,,,POINT (107.726207 16.1670049)
2617441696,16.1675531,107.7144104,1,,,POINT (107.7144104 16.1675531)
2617441697,16.1676997,107.7148133,4,,,POINT (107.7148133 16.1676997)
2617441699,16.1678159,107.7182845,3,,,POINT (107.7182845 16.1678159)
2617441706,16.1680617,107.7158182,3,,,POINT (107.7158182 16.1680617)
2617441711,16.1686143,107.7144594,3,,,POINT (107.7144594 16.1686143)
2617441719,16.1687666,107.717779,1,,,POINT (107.717779 16.1687666)
2617441722,16.168896,107.7154218,3,,,POINT (107.7154218 16.168896)
2617441725,16.16904,107.7187706,3,,,POINT (107.7187706 16.16904)
2617441728,16.1690334,107.718085,1,,,POINT (107.718085 16.1690334)
2617441734,16.1693394,107.7162739,3,,,POINT (107.7162739 16.1693394)
2617441735,16.1695733,107.7187189,3,,,POINT (107.7187189 16.1695733)
2617441738,16.1699083,107.7170995,3,,,POINT (107.7170995 16.1699083)
2617441740,16.1700284,107.7167282,3,,,POINT (107.7167282 16.1700284)
2617441742,16.1700844,107.7164964,3,,,POINT (107.7164964 16.1700844)
2617441743,16.170804,107.7188562,3,,,POINT (107.7188562 16.170804)
2618804703,16.1749717,107.7135141,3,,,POINT (107.7135141 16.1749717)
2618804712,16.1750177,107.7026779,3,,,POINT (107.7026779 16.1750177)
2618804732,16.1752665,107.7021882,3,,,POINT (107.7021882 16.1752665)
2618804787,16.1757487,107.698404,3,,,POINT (107.698404 16.1757487)
2618804829,16.1766728,107.6999814,3,,,POINT (107.6999814 16.1766728)
2618804837,16.1767722,107.7029605,3,,,POINT (107.7029605 16.1767722)
2618804848,16.1770797,107.6990589,3,,,POINT (107.6990589 16.1770797)
2618804852,16.1772377,107.7033847,3,,,POINT (107.7033847 16.1772377)
2618804856,16.1775267,107.7014889,3,,,POINT (107.7014889 16.1775267)
2618804860,16.177768,107.7037009,3,,,POINT (107.7037009 16.177768)
2618804866,16.1779563,107.7006509,3,,,POINT (107.7006509 16.1779563)
2618804870,16.1780673,107.7017817,4,,,POINT (107.7017817 16.1780673)
2618804878,16.1782651,107.7039747,3,,,POINT (107.7039747 16.1782651)
2618804889,16.178508,107.7009302,3,,,POINT (107.7009302 16.178508)
2618804904,16.1785941,107.702067,4,,,POINT (107.702067 16.1785941)
2618804931,16.1790249,107.7012113,3,,,POINT (107.7012113 16.1790249)
2618804933,16.1791128,107.7023479,4,,,POINT (107.7023479 16.1791128)
2618804939,16.179571,107.7014685,3,,,POINT (107.7014685 16.179571)
2618804943,16.1796654,107.7026472,3,,,POINT (107.7026472 16.1796654)
2618804969,16.1803498,107.6901442,3,,,POINT (107.6901442 16.1803498)
2618804993,16.1819446,107.692893,3,,,POINT (107.692893 16.1819446)
2618804994,16.1821257,107.6919344,3,,,POINT (107.6919344 16.1821257)
2618804997,16.1824633,107.69075,3,,,POINT (107.69075 16.1824633)
2618805003,16.1828835,107.6895333,3,,,POINT (107.6895333 16.1828835)
2618805018,16.1838784,107.6882158,3,,,POINT (107.6882158 16.1838784)
2618823372,16.1257792,107.6849487,3,,,POINT (107.6849487 16.1257792)
2618823411,16.1394326,107.6873467,3,,,POINT (107.6873467 16.1394326)
2942052105,16.3186955,107.5001795,1,,,POINT (107.5001795 16.3186955)
2942052151,16.3193106,107.5001035,3,,,POINT (107.5001035 16.3193106)
2942052190,16.320273,107.5000551,3,,,POINT (107.5000551 16.320273)
2942052348,16.3500763,107.5039528,3,,,POINT (107.5039528 16.3500763)
2943820819,16.3187346,107.5041593,1,,,POINT (107.5041593 16.3187346)
3076531577,16.3216639,107.6175048,3,,,POINT (107.6175048 16.3216639)
3076531585,16.3234311,107.6230455,3,,,POINT (107.6230455 16.3234311)
3076533169,16.3144226,107.6164887,3,,,POINT (107.6164887 16.3144226)
3076533777,16.3162767,107.6368947,1,,,POINT (107.6368947 16.3162767)
3076534142,16.2880001,107.6442525,1,,,POINT (107.6442525 16.2880001)
3076534158,16.28928,107.6648489,3,,,POINT (107.6648489 16.28928)
4083028796,16.0709333,107.5981023,1,,,POINT (107.5981023 16.0709333)
4083028876,16.0824475,107.5942734,1,,,POINT (107.5942734 16.0824475)
4083028881,16.0826591,107.605607,3,,,POINT (107.605607 16.0826591)
4083029007,16.0859992,107.6240367,1,,,POINT (107.6240367 16.0859992)
4083029190,16.0961107,107.6209803,3,,,POINT (107.6209803 16.0961107)
4083029204,16.0988357,107.6211258,3,,,POINT (107.6211258 16.0988357)
4083029216,16.1007826,107.6209896,3,,,POINT (107.6209896 16.1007826)
4083029220,16.1012344,107.6277312,1,,,POINT (107.6277312 16.1012344)
4083029244,16.1047499,107.6270968,3,,,POINT (107.6270968 16.1047499)
4083029590,16.1198781,107.6417043,3,,,POINT (107.6417043 16.1198781)
4083062795,16.0977594,107.6220587,4,,,POINT (107.6220587 16.0977594)
4083062798,16.0979823,107.6159964,1,,,POINT (107.6159964 16.0979823)
4083062804,16.098599,107.6142276,1,,,POINT (107.6142276 16.098599)
4083062813,16.0991906,107.6158696,3,,,POINT (107.6158696 16.0991906)
4083062827,16.1006732,107.6432426,1,,,POINT (107.6432426 16.1006732)
4083062844,16.1014334,107.6339316,1,,,POINT (107.6339316 16.1014334)
4083062863,16.1062553,107.6453229,3,,,POINT (107.6453229 16.1062553)
4083062871,16.1077528,107.6485027,3,,,POINT (107.6485027 16.1077528)
4083062872,16.108328,107.6637042,1,,,POINT (107.6637042 16.108328)
4083062878,16.1089213,107.6608231,3,,,POINT (107.6608231 16.1089213)
4083062897,16.1105193,107.6528458,3,,,POINT (107.6528458 16.1105193)
4083062900,16.1106006,107.6537319,3,,,POINT (107.6537319 16.1106006)
4083062906,16.1106484,107.6308859,3,,,POINT (107.6308859 16.1106484)
4083062915,16.1111201,107.6315784,3,,,POINT (107.6315784 16.1111201)
4083062953,16.1134809,107.6318454,3,,,POINT (107.6318454 16.1134809)
4083062957,16.1130922,107.6521388,3,,,POINT (107.6521388 16.1130922)
4083062959,16.1135575,107.6318628,3,,,POINT (107.6318628 16.1135575)
4083062960,16.1138218,107.6526603,3,,,POINT (107.6526603 16.1138218)
4083062961,16.1139377,107.6300569,3,,,POINT (107.6300569 16.1139377)
4083063096,16.1174541,107.6287607,3,,,POINT (107.6287607 16.1174541)
4083063113,16.1202342,107.6427132,3,,,POINT (107.6427132 16.1202342)
4083063123,16.1209654,107.6270637,3,,,POINT (107.6270637 16.1209654)
4083063128,16.1212823,107.6347916,3,,,POINT (107.6347916 16.1212823)
4083063134,16.1219054,107.6331003,3,,,POINT (107.6331003 16.1219054)
4083063145,16.1237328,107.6291972,3,,,POINT (107.6291972 16.1237328)
4327363976,16.1034147,107.64466,1,,,POINT (107.64466 16.1034147)
4327364030,16.1087577,107.6614009,3,,,POINT (107.6614009 16.1087577)
4327364069,16.1089964,107.6831426,1,,,POINT (107.6831426 16.1089964)
4327364072,16.1089681,107.6623996,4,,,POINT (107.6623996 16.1089681)
4327364257,16.1058538,107.6484813,3,,,POINT (107.6484813 16.1058538)
4327364305,16.106424,107.6486726,3,,,POINT (107.6486726 16.106424)
4327364334,16.1068363,107.647489,3,,,POINT (107.647489 16.1068363)
4327364342,16.1069387,107.6450663,1,,,POINT (107.6450663 16.1069387)
4327364369,16.1072455,107.6474289,3,,,POINT (107.6474289 16.1072455)
4327364417,16.1078322,107.6615622,4,,,POINT (107.6615622 16.1078322)
4327364427,16.1078037,107.6485933,3,,,POINT (107.6485933 16.1078037)
4327364476,16.1082404,107.6485725,3,,,POINT (107.6485725 16.1082404)
4327364952,16.1102381,107.6327473,3,,,POINT (107.6327473 16.1102381)
4327365081,16.1121642,107.6880338,1,,,POINT (107.6880338 16.1121642)
4327365481,16.1109775,107.6624217,3,,,POINT (107.6624217 16.1109775)
4327365503,16.1111533,107.6833044,3,,,POINT (107.6833044 16.1111533)
4327365671,16.1118518,107.6826585,3,,,POINT (107.6826585 16.1118518)
4327365965,16.1127541,107.6529473,3,,,POINT (107.6529473 16.1127541)
4327366016,16.1129126,107.6705523,1,,,POINT (107.6705523 16.1129126)
4327366405,16.1143581,107.6525118,3,,,POINT (107.6525118 16.1143581)
4327366443,16.1145041,107.678614,3,,,POINT (107.678614 16.1145041)
4327366506,16.114875,107.63079,3,,,POINT (107.63079 16.114875)
4327366516,16.1149338,107.6307262,3,,,POINT (107.6307262 16.1149338)
4327366543,16.1151746,107.6802819,3,,,POINT (107.6802819 16.1151746)
4327366632,16.1159687,107.649046,3,,,POINT (107.649046 16.1159687)
4327366679,16.1163277,107.6721203,3,,,POINT (107.6721203 16.1163277)
4327366694,16.1164353,107.6520574,3,,,POINT (107.6520574 16.1164353)
4327366797,16.1172577,107.6861099,4,,,POINT (107.6861099 16.1172577)
4327366844,16.1176645,107.6873847,1,,,POINT (107.6873847 16.1176645)
4327366963,16.1182465,107.6441456,1,,,POINT (107.6441456 16.1182465)
4327367055,16.1216017,107.6699155,3,,,POINT (107.6699155 16.1216017)
4327367139,16.1186453,107.645825,3,,,POINT (107.645825 16.1186453)
4327367147,16.1186602,107.6859464,3,,,POINT (107.6859464 16.1186602)
4327367176,16.1187387,107.6309113,4,,,POINT (107.6309113 16.1187387)
4327367179,16.1187765,107.6858621,3,,,POINT (107.6858621 16.1187765)
4327367274,16.1190751,107.631669,1,,,POINT (107.631669 16.1190751)
4327367278,16.1191463,107.6846544,3,,,POINT (107.6846544 16.1191463)
4327367317,16.1193368,107.6896599,1,,,POINT (107.6896599 16.1193368)
4327367469,16.1199299,107.6814796,3,,,POINT (107.6814796 16.1199299)
4327367513,16.1200239,107.6823071,3,,,POINT (107.6823071 16.1200239)
4327367755,16.1211091,107.6859687,3,,,POINT (107.6859687 16.1211091)
4327367833,16.1242141,107.6249093,3,,,POINT (107.6249093 16.1242141)
4327367836,16.1240916,107.6850333,3,,,POINT (107.6850333 16.1240916)
4327367847,16.1241825,107.6662621,3,,,POINT (107.6662621 16.1241825)
4327367881,16.1246372,107.6238621,3,,,POINT (107.6238621 16.1246372)
4327367928,16.1220393,107.6870805,3,,,POINT (107.6870805 16.1220393)
4327367930,16.1220169,107.645316,3,,,POINT (107.645316 16.1220169)
4327367951,16.1220986,107.6280515,3,,,POINT (107.6280515 16.1220986)
4327367965,16.1221123,107.6461426,1,,,POINT (107.6461426 16.1221123)
4327367966,16.122172,107.6870124,3,,,POINT (107.6870124 16.122172)
4327368228,16.1231701,107.6446914,3,,,POINT (107.6446914 16.1231701)
4327368266,16.1234737,107.6803024,3,,,POINT (107.6803024 16.1234737)
4327368288,16.1236966,107.6804982,3,,,POINT (107.6804982 16.1236966)
4327368289,16.1237183,107.6698463,3,,,POINT (107.6698463 16.1237183)
4327368392,16.1251432,107.6240049,3,,,POINT (107.6240049 16.1251432)
4327368451,16.1255694,107.6900296,3,,,POINT (107.6900296 16.1255694)
